Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2019-2020,Bundesliga,61,Robin Bormuth,de GER,DF,Düsseldorf,23,1995,3,2,181,0,0,0,0,0,0
2019-2020,Bundesliga,62,Sebastiaan Bornauw,be BEL,DF,Köln,20,1999,28,28,"2,447",6,0,0,0,5,1
2019-2020,Bundesliga,63,Brandon Borrello,au AUS,"MF,FW",Freiburg,24,1995,7,4,298,0,0,0,0,0,0
2019-2020,Bundesliga,64,Nassim Boujellab,de GER,"MF,FW",Schalke 04,20,1999,11,3,419,0,0,0,0,2,0
2019-2020,Bundesliga,65,Dedryck Boyata,be BEL,DF,Hertha BSC,28,1990,28,28,"2,436",4,1,0,0,8,1
2019-2020,Bundesliga,66,Can Bozdogan,de GER,MF,Schalke 04,18,2001,3,3,235,0,0,0,0,2,1
2019-2020,Bundesliga,67,Julian Brandt,de GER,"MF,FW",Dortmund,23,1996,33,25,"2,203",3,7,0,0,0,0
2019-2020,Bundesliga,68,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,21,1998,30,19,"1,670",3,4,0,0,0,0
2019-2020,Bundesliga,69,John Brooks,us USA,DF,Wolfsburg,26,1993,25,25,"2,224",0,1,0,0,4,0
2019-2020,Bundesliga,70,Daniel Brosinski,de GER,DF,Mainz 05,31,1988,26,16,"1,709",2,4,1,1,3,0
2019-2020,Bundesliga,71,Jeffrey Bruma,nl NED,DF,Mainz 05,27,1991,8,8,675,0,0,0,0,3,0
2019-2020,Bundesliga,72,Jeffrey Bruma,nl NED,DF,Wolfsburg,27,1991,9,9,810,0,0,0,0,1,0
2019-2020,Bundesliga,73,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,20,1998,11,5,391,0,1,0,0,0,0
2019-2020,Bundesliga,74,Jacob Bruun Larsen,dk DEN,FW,Dortmund,20,1998,4,0,68,0,1,0,0,0,0
2019-2020,Bundesliga,75,Marius Bülter,de GER,"MF,FW",Union Berlin,26,1993,32,28,"2,321",7,1,0,0,1,0
2019-2020,Bundesliga,76,Guido Burgstaller,at AUT,FW,Schalke 04,30,1989,21,13,"1,234",0,1,0,0,3,0
2019-2020,Bundesliga,77,Jonathan Burkardt,de GER,FW,Mainz 05,19,2000,8,3,253,1,0,0,0,0,0
2019-2020,Bundesliga,78,Roman Bürki,ch SUI,GK,Dortmund,28,1990,31,31,"2,770",0,0,0,0,0,0
2019-2020,Bundesliga,79,Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,31,1988,28,26,"2,293",2,2,1,1,5,0
2019-2020,Bundesliga,80,Emre Can,de GER,"MF,DF",Dortmund,25,1994,12,10,955,2,0,0,0,5,0
2019-2020,Bundesliga,81,Koen Casteels,be BEL,GK,Wolfsburg,27,1992,26,26,"2,340",0,0,0,0,1,0
2019-2020,Bundesliga,82,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,29,1990,22,12,"1,220",5,1,0,0,4,0
2019-2020,Bundesliga,83,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,25,1994,23,6,676,2,0,0,0,0,0
2019-2020,Bundesliga,84,Darko Churlinov,mk MKD,FW,Köln,19,2000,1,0,21,0,0,0,0,0,0
2019-2020,Bundesliga,85,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,32,1987,24,21,"1,628",0,0,0,0,4,0
2019-2020,Bundesliga,86,Christian Clemens,de GER,"MF,FW",Köln,27,1991,1,0,16,0,0,0,0,0,0
2019-2020,Bundesliga,87,Jamilu Collins,ng NGA,DF,Paderborn 07,24,1994,30,30,"2,668",1,2,0,1,9,1
2019-2020,Bundesliga,88,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,23,1996,24,17,"1,505",4,3,0,0,2,0
2019-2020,Bundesliga,89,Jhon Córdoba,co COL,FW,Köln,26,1993,29,23,"1,998",13,2,0,0,5,0
2019-2020,Bundesliga,90,Sergio Córdova,ve VEN,"FW,MF",Augsburg,21,1997,16,4,367,2,1,0,0,0,0
2019-2020,Bundesliga,91,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,26,1993,19,15,"1,389",1,4,0,0,0,0
2019-2020,Bundesliga,92,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,27,1992,23,15,"1,411",8,6,1,1,0,0
2019-2020,Bundesliga,93,Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,19,1999,9,3,307,1,0,0,0,1,0
2019-2020,Bundesliga,94,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,20,1999,11,9,744,6,0,0,0,3,0
2019-2020,Bundesliga,95,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,20,1999,10,2,279,0,1,0,0,0,0
2019-2020,Bundesliga,96,Rafael Czichos,de GER,DF,Köln,29,1990,26,26,"2,207",1,1,0,0,4,1
2019-2020,Bundesliga,97,Moanes Dabour,il ISR,FW,Hoffenheim,27,1992,14,11,766,4,0,0,0,4,0
2019-2020,Bundesliga,98,Mahmoud Dahoud,de GER,MF,Dortmund,23,1996,12,6,558,0,1,0,0,1,0
2019-2020,Bundesliga,99,Leon Dajaku,de GER,DF,Bayern Munich,18,2001,2,0,12,0,0,0,0,0,0
2019-2020,Bundesliga,100,Vladimír Darida,cz CZE,MF,Hertha BSC,28,1990,28,25,"2,256",3,4,0,0,8,1
2019-2020,Bundesliga,101,Alphonso Davies,ca CAN,DF,Bayern Munich,18,2000,29,24,"2,234",3,5,0,0,4,1
2019-2020,Bundesliga,102,Thomas Delaney,dk DEN,MF,Dortmund,27,1991,11,11,830,0,0,0,0,4,0
2019-2020,Bundesliga,103,Kerem Demirbay,de GER,MF,Leverkusen,26,1993,25,18,"1,573",1,5,0,0,4,1
2019-2020,Bundesliga,104,Diego Demme,de GER,MF,RB Leipzig,27,1991,17,14,"1,211",0,0,0,0,3,0
2019-2020,Bundesliga,105,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,20,1999,28,18,"1,771",5,5,0,0,3,0
2019-2020,Bundesliga,106,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,21,1998,23,16,"1,309",4,2,0,0,2,0
2019-2020,Bundesliga,107,Ji Dong-won,kr KOR,FW,Mainz 05,28,1991,4,1,102,0,0,0,0,1,0
2019-2020,Bundesliga,108,Bas Dost,nl NED,FW,Eint Frankfurt,30,1989,24,16,"1,475",8,2,0,0,2,0
2019-2020,Bundesliga,109,Mamadou Doucouré,fr FRA,MF,M'Gladbach,21,1998,2,0,2,0,0,0,0,0,0
2019-2020,Bundesliga,110,Mohamed Dräger,tn TUN,DF,Paderborn 07,23,1996,18,16,"1,455",1,3,0,0,2,0
2019-2020,Bundesliga,111,Aleksandar Dragović,at AUT,DF,Leverkusen,28,1991,15,10,"1,029",0,0,0,0,7,1
2019-2020,Bundesliga,112,Dominick Drexler,de GER,"MF,FW",Köln,29,1990,27,18,"1,587",3,4,0,0,5,0
2019-2020,Bundesliga,113,Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,24,1994,7,6,447,0,1,0,0,2,0
2019-2020,Bundesliga,114,Erik Durm,de GER,DF,Eint Frankfurt,27,1992,9,6,511,0,0,0,0,0,0
2019-2020,Bundesliga,115,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,21,1998,14,4,510,1,0,0,0,3,1
2019-2020,Bundesliga,116,Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,22,1996,32,32,"2,855",1,3,0,0,6,0
2019-2020,Bundesliga,117,Kingsley Ehizibue,nl NED,DF,Köln,24,1995,31,29,"2,329",1,1,0,0,6,1
2019-2020,Bundesliga,118,Ilay Elmkies,il ISR,MF,Hoffenheim,19,2000,1,0,1,0,0,0,0,0,0
2019-2020,Bundesliga,119,Nico Elvedi,ch SUI,DF,M'Gladbach,22,1996,32,30,"2,618",1,0,0,0,5,0
2019-2020,Bundesliga,120,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,22,1997,28,17,"1,550",8,5,0,1,4,0
2019-2020,Bundesliga,121,Alexander Esswein,de GER,"FW,MF",Hertha BSC,29,1990,7,1,213,0,0,0,0,1,0
2019-2020,Bundesliga,122,Antony Evans,eng ENG,"MF,DF",Paderborn 07,20,1998,6,2,156,0,0,0,0,0,0
2019-2020,Bundesliga,123,Simon Falette,gn GUI,DF,Eint Frankfurt,27,1992,1,1,90,0,0,0,0,0,0
2019-2020,Bundesliga,124,Ohis Felix Uduokhai,de GER,DF,Augsburg,21,1997,26,21,"1,966",0,0,0,0,3,0
2019-2020,Bundesliga,125,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,23,1996,24,18,"1,484",1,0,0,0,7,1
2019-2020,Bundesliga,126,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,32,1986,11,10,775,0,0,0,0,5,1
2019-2020,Bundesliga,127,Oliver Fink,de GER,"MF,FW",Düsseldorf,37,1982,14,8,675,0,1,0,0,2,0
2019-2020,Bundesliga,128,Alfreð Finnbogason,is ISL,FW,Augsburg,30,1989,21,10,966,3,1,1,1,1,0
2019-2020,Bundesliga,129,Mark Flekken,nl NED,GK,Freiburg,26,1993,10,10,900,0,0,0,0,0,0
2019-2020,Bundesliga,130,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,27,1991,22,14,"1,141",5,2,2,2,1,0
2019-2020,Bundesliga,131,Raphael Framberger,de GER,DF,Augsburg,23,1995,18,12,"1,175",0,2,0,0,3,0
2019-2020,Bundesliga,132,Mike Frantz,de GER,"MF,DF",Freiburg,32,1986,18,3,350,0,1,0,0,2,0
2019-2020,Bundesliga,133,Marco Friedl,at AUT,DF,Werder Bremen,21,1998,27,24,"2,183",1,3,0,0,9,0
2019-2020,Bundesliga,134,Marvin Friedrich,de GER,DF,Union Berlin,23,1995,31,31,"2,789",2,0,0,0,11,1
2019-2020,Bundesliga,135,Samúel Friðjónsson,is ISL,MF,Paderborn 07,23,1996,5,2,192,0,0,0,0,1,0
2019-2020,Bundesliga,136,Niclas Füllkrug,de GER,FW,Werder Bremen,26,1993,8,4,403,4,1,0,0,2,0
2019-2020,Bundesliga,137,Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,24,1995,23,11,"1,048",0,1,0,0,2,0
2019-2020,Bundesliga,138,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,32,1986,28,28,"2,427",2,2,0,0,2,0
2019-2020,Bundesliga,139,Dennis Geiger,de GER,MF,Hoffenheim,21,1998,21,13,"1,136",0,3,0,0,3,0
2019-2020,Bundesliga,140,Christian Gentner,de GER,MF,Union Berlin,33,1985,31,29,"2,443",3,2,0,0,4,0
2019-2020,Bundesliga,141,Yannick Gerhardt,de GER,MF,Wolfsburg,25,1994,18,7,828,2,0,0,0,1,0
2019-2020,Bundesliga,142,Niko Gießelmann,de GER,DF,Düsseldorf,27,1991,25,22,"2,057",1,1,0,0,6,0
2019-2020,Bundesliga,143,Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33,33,"2,970",0,0,0,0,0,0
2019-2020,Bundesliga,144,Daniel Ginczek,de GER,FW,Wolfsburg,28,1991,18,9,768,3,1,0,0,2,0
2019-2020,Bundesliga,145,Matthias Ginter,de GER,DF,M'Gladbach,25,1994,31,31,"2,780",1,1,0,0,2,0
2019-2020,Bundesliga,146,Klaus Gjasula,al ALB,MF,Paderborn 07,29,1989,29,28,"2,280",2,1,0,1,17,0
2019-2020,Bundesliga,147,Serge Gnabry,de GER,"FW,MF",Bayern Munich,24,1995,31,26,"2,193",12,10,0,0,0,0
2019-2020,Bundesliga,148,Akaki Gogia,de GER,"MF,FW",Union Berlin,27,1992,3,1,121,0,0,0,0,0,0
2019-2020,Bundesliga,149,Benjamin Goller,de GER,"FW,MF",Werder Bremen,20,1999,10,2,288,0,0,0,0,0,0
2019-2020,Bundesliga,150,Jérôme Gondorf,de GER,MF,Freiburg,31,1988,2,2,120,0,0,0,0,1,0
2019-2020,Bundesliga,151,Leon Goretzka,de GER,MF,Bayern Munich,24,1995,24,17,"1,512",6,5,0,0,2,0
2019-2020,Bundesliga,152,Mario Götze,de GER,FW,Dortmund,27,1992,15,5,521,3,0,1,1,0,0
2019-2020,Bundesliga,153,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,28,1991,21,18,"1,645",0,1,0,0,5,0
2019-2020,Bundesliga,154,Michael Gregoritsch,at AUT,FW,Schalke 04,25,1994,14,10,829,1,1,0,0,2,0
2019-2020,Bundesliga,155,Michael Gregoritsch,at AUT,"MF,FW",Augsburg,25,1994,6,4,303,0,0,0,0,0,0
2019-2020,Bundesliga,156,Vincenzo Grifo,it ITA,MF,Hoffenheim,26,1993,1,0,15,0,0,0,0,0,0
2019-2020,Bundesliga,157,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,26,1993,26,17,"1,618",4,8,1,1,1,1
2019-2020,Bundesliga,158,Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,23,1995,31,28,"2,408",0,3,0,0,3,0
2019-2020,Bundesliga,159,Christian Groß,de GER,"DF,MF",Werder Bremen,30,1989,14,10,872,0,0,0,0,2,0
2019-2020,Bundesliga,160,Carlos Gruezo,ec ECU,MF,Augsburg,24,1995,11,10,886,0,1,0,0,3,0
2019-2020,Bundesliga,161,Marko Grujić,rs SRB,MF,Hertha BSC,23,1996,29,29,"2,415",4,1,0,0,9,0
2019-2020,Bundesliga,162,Raphaël Guerreiro,pt POR,DF,Dortmund,25,1993,29,26,"2,335",8,2,0,0,3,0
2019-2020,Bundesliga,163,Babacar Guèye,sn SEN,FW,Paderborn 07,24,1994,3,1,110,0,0,0,0,0,0
2019-2020,Bundesliga,164,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,28,1990,25,23,"2,062",0,1,0,0,7,1
2019-2020,Bundesliga,165,Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32,32,"2,880",0,1,0,0,0,0
2019-2020,Bundesliga,166,Manuel Gulde,de GER,DF,Freiburg,28,1991,17,15,"1,371",1,0,0,0,0,0
2019-2020,Bundesliga,167,Christian Günter,de GER,DF,Freiburg,26,1993,34,34,"3,029",2,8,0,0,2,0
2019-2020,Bundesliga,168,Jonathan de Guzmán,nl NED,"MF,FW",Eint Frankfurt,31,1987,8,0,87,0,1,0,0,1,0
2019-2020,Bundesliga,169,Janik Haberer,de GER,"MF,FW",Freiburg,25,1994,26,20,"1,721",2,2,0,0,5,1
2019-2020,Bundesliga,170,Alexander Hack,de GER,DF,Mainz 05,25,1993,14,9,805,0,0,0,0,2,0
2019-2020,Bundesliga,171,André Hahn,de GER,"FW,MF",Augsburg,28,1990,15,8,702,1,0,0,1,6,1
2019-2020,Bundesliga,172,Amadou Haidara,ml MLI,MF,RB Leipzig,21,1998,19,5,756,0,1,0,0,1,0
2019-2020,Bundesliga,173,Achraf Hakimi,ma MAR,"DF,FW",Dortmund,20,1998,33,29,"2,715",5,10,0,0,5,0
2019-2020,Bundesliga,174,Erling Håland,no NOR,FW,Dortmund,19,2000,15,11,"1,063",13,2,0,0,0,0
2019-2020,Bundesliga,175,Marcel Halstenberg,de GER,DF,RB Leipzig,27,1991,29,28,"2,520",3,3,0,0,6,1
2019-2020,Bundesliga,176,Amine Harit,ma MAR,"MF,FW",Schalke 04,22,1997,25,24,"2,102",6,4,1,1,3,0
2019-2020,Bundesliga,177,Martin Harnik,at AUT,"MF,FW",Werder Bremen,32,1987,2,0,9,0,0,0,0,1,0
2019-2020,Bundesliga,178,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,35,1984,23,21,"1,968",0,0,0,0,3,0
2019-2020,Bundesliga,179,Kai Havertz,de GER,"MF,FW",Leverkusen,20,1999,30,29,"2,454",12,6,1,1,3,0
2019-2020,Bundesliga,180,Thorgan Hazard,be BEL,"FW,MF",Dortmund,26,1993,33,28,"2,380",7,13,0,0,3,0
2019-2020,Bundesliga,181,Jonas Hector,de GER,"MF,DF",Köln,29,1990,29,28,"2,433",4,2,0,0,9,0
2019-2020,Bundesliga,182,Dominique Heintz,de GER,DF,Freiburg,25,1993,28,27,"2,434",0,1,0,0,2,0
2019-2020,Bundesliga,183,Rouwen Hennings,de GER,FW,Düsseldorf,31,1987,32,27,"2,459",15,0,4,4,4,0
2019-2020,Bundesliga,184,Lucas Hernández,fr FRA,DF,Bayern Munich,23,1996,19,10,920,0,1,0,0,3,0
2019-2020,Bundesliga,185,Patrick Herrmann,de GER,"FW,MF",M'Gladbach,28,1991,27,16,"1,453",6,6,0,0,4,0
2019-2020,Bundesliga,186,Martin Hinteregger,at AUT,DF,Eint Frankfurt,26,1992,31,30,"2,721",8,1,0,0,8,0
2019-2020,Bundesliga,187,Marwin Hitz,ch SUI,GK,Dortmund,31,1987,4,3,290,0,0,0,0,0,0
2019-2020,Bundesliga,188,André Hoffmann,de GER,DF,Düsseldorf,26,1993,29,27,"2,428",2,1,0,0,7,0
2019-2020,Bundesliga,189,Nicolas Höfler,de GER,MF,Freiburg,29,1990,32,31,"2,783",1,0,0,0,9,0
2019-2020,Bundesliga,190,Jonas Hofmann,de GER,MF,Schalke 04,22,1997,1,0,2,0,0,0,0,0,0
2019-2020,Bundesliga,191,Jonas Hofmann,de GER,"MF,FW",M'Gladbach,27,1992,24,18,"1,633",5,3,0,0,3,0
2019-2020,Bundesliga,192,Marco Höger,de GER,MF,Köln,29,1989,15,6,676,0,0,0,0,2,0
2019-2020,Bundesliga,193,Lucas Höler,de GER,"FW,MF",Freiburg,25,1994,34,28,"2,485",8,2,0,1,4,0
2019-2020,Bundesliga,194,Gerrit Holtmann,de GER,"MF,DF",Paderborn 07,24,1995,24,13,"1,065",1,0,0,0,1,1
2019-2020,Bundesliga,195,Luca Horn,de GER,DF,Wolfsburg,20,1998,1,0,6,0,0,0,0,0,0
2019-2020,Bundesliga,196,Timo Horn,de GER,GK,Köln,26,1993,34,34,"3,060",0,0,0,0,0,0
2019-2020,Bundesliga,197,Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34,34,"3,060",0,0,0,0,1,0
2019-2020,Bundesliga,198,Benjamin Hübner,de GER,DF,Hoffenheim,30,1989,25,25,"2,070",1,4,0,0,6,2
2019-2020,Bundesliga,199,Florian Hübner,de GER,DF,Union Berlin,28,1991,11,9,850,0,0,0,0,2,0
2019-2020,Bundesliga,200,Mats Hummels,de GER,DF,Dortmund,30,1988,31,31,"2,581",1,3,0,0,8,1
2019-2020,Bundesliga,201,Uwe Hünemeier,de GER,DF,Paderborn 07,33,1986,16,13,"1,209",1,0,1,1,7,1
2019-2020,Bundesliga,202,Jannik Huth,de GER,GK,Paderborn 07,25,1994,6,6,540,0,0,0,0,0,0
2019-2020,Bundesliga,203,Iago,br BRA,"DF,MF",Augsburg,22,1997,10,7,674,1,1,0,0,0,0
2019-2020,Bundesliga,204,Vedad Ibišević,ba BIH,FW,Hertha BSC,34,1984,25,15,"1,257",7,2,1,1,4,0
2019-2020,Bundesliga,205,Luc Ihorst,de GER,FW,Werder Bremen,19,2000,1,0,11,0,0,0,0,0,0
2019-2020,Bundesliga,206,Stefan Ilsanker,at AUT,DF,RB Leipzig,30,1989,6,5,418,0,0,0,0,2,0
2019-2020,Bundesliga,207,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,30,1989,12,9,838,2,1,0,0,4,0
2019-2020,Bundesliga,208,Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,23,1996,28,20,"1,716",5,2,1,1,4,0
2019-2020,Bundesliga,209,Gian-Luca Itter,de GER,"DF,MF",Freiburg,20,1999,3,0,35,0,0,0,0,0,0
2019-2020,Bundesliga,210,Ismail Jakobs,de GER,"FW,DF",Köln,19,1999,20,20,"1,672",2,2,0,0,4,0
