Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2019-2020,League 1,25,Victorien Angban,ci CIV,MF,Metz,22,1996,20,11,"1,029",0,0,0,0,0,0
2019-2020,League 1,26,Janis Antiste,fr FRA,MF,Toulouse,16,2002,1,0,12,0,0,0,0,0,0
2019-2020,League 1,27,Houssem Aouar,fr FRA,MF,Lyon,21,1998,25,23,"1,956",3,4,0,0,3,0
2019-2020,League 1,28,Adil Aouchiche,fr FRA,MF,Paris S-G,17,2002,1,1,64,0,0,0,0,0,0
2019-2020,League 1,29,Dennis Appiah,fr FRA,DF,Nantes,27,1992,19,18,"1,605",0,0,0,0,2,0
2019-2020,League 1,30,Luiz Araújo,br BRA,"FW,MF",Lille,23,1996,21,7,828,2,1,0,0,1,0
2019-2020,League 1,31,Alphonse Areola,fr FRA,GK,Paris S-G,26,1993,3,3,270,0,0,0,0,0,0
2019-2020,League 1,32,Youcef Attal,dz ALG,"FW,DF",Nice,23,1996,13,12,"1,003",1,1,0,0,5,0
2019-2020,League 1,33,Jean-Kévin Augustin,fr FRA,FW,Monaco,22,1997,10,2,266,0,0,0,0,0,0
2019-2020,League 1,34,Mathias Autret,fr FRA,"MF,FW",Brest,28,1991,23,14,"1,222",2,3,0,0,3,0
2019-2020,League 1,35,Ludovic Baal,gf GUF,DF,Brest,33,1986,11,9,827,0,0,0,0,1,0
2019-2020,League 1,36,Bastian Badu,fr FRA,FW,Montpellier,19,2000,1,0,9,0,0,0,0,0,0
2019-2020,League 1,37,Stéphane Bahoken,cm CMR,FW,Angers,27,1992,20,10,907,4,0,1,1,3,0
2019-2020,League 1,38,Dénys Bain,fr FRA,DF,Brest,26,1993,15,13,"1,268",1,0,0,0,3,1
2019-2020,League 1,39,Stefan Bajic,fr FRA,GK,Saint-Étienne,17,2001,1,1,90,0,0,0,0,0,0
2019-2020,League 1,40,Tiemoué Bakayoko,fr FRA,MF,Monaco,24,1994,20,20,"1,719",1,2,0,0,4,1
2019-2020,League 1,41,Mitchel Bakker,nl NED,DF,Paris S-G,19,2000,1,1,90,0,0,0,0,1,0
2019-2020,League 1,42,Keita Baldé,sn SEN,"FW,MF",Monaco,24,1995,21,9,858,4,1,0,0,4,0
2019-2020,League 1,43,Fodé Ballo-Touré,fr FRA,DF,Monaco,22,1997,21,18,"1,679",0,0,0,0,4,0
2019-2020,League 1,44,Florent Balmont,fr FRA,MF,Dijon,39,1980,11,4,401,0,0,0,0,1,0
2019-2020,League 1,45,Abdoulaye Bamba,ci CIV,DF,Angers,29,1990,7,6,554,0,0,0,0,2,0
2019-2020,League 1,46,Jonathan Bamba,fr FRA,"FW,MF",Lille,23,1996,26,22,"1,937",1,4,1,3,1,0
2019-2020,League 1,47,Danilo Barbosa,br BRA,"DF,MF",Nice,23,1996,16,12,"1,122",0,0,0,0,4,0
2019-2020,League 1,48,Melvin Bard,fr FRA,DF,Lyon,18,2000,1,0,45,0,0,0,0,0,0
2019-2020,League 1,49,Toma Bašić,hr CRO,MF,Bordeaux,22,1996,15,11,991,1,3,0,0,4,0
2019-2020,League 1,50,Thomas Basila,fr FRA,DF,Nantes,20,1999,7,3,415,0,0,0,0,1,0
2019-2020,League 1,51,Gil Bastião Dias,pt POR,"DF,MF",Monaco,22,1996,14,12,"1,057",0,0,0,0,3,0
2019-2020,League 1,52,Cristian Battocchio,it ITA,MF,Brest,27,1992,24,16,"1,392",3,1,0,1,1,0
2019-2020,League 1,53,Gaëtan Belaud,fr FRA,DF,Brest,32,1986,7,6,580,0,0,0,0,0,0
2019-2020,League 1,54,Haris Belkebla,dz ALG,MF,Brest,25,1994,23,20,"1,816",0,0,0,0,4,0
2019-2020,League 1,55,Raoul Bellanova,it ITA,DF,Bordeaux,19,2000,1,1,62,0,0,0,0,0,0
2019-2020,League 1,56,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,21,1998,24,16,"1,497",0,0,0,0,2,0
2019-2020,League 1,57,Sami Ben Amar,ma MAR,FW,Nîmes,21,1998,2,0,14,0,0,0,0,0,0
2019-2020,League 1,58,Wissam Ben Yedder,fr FRA,FW,Monaco,28,1990,26,25,"2,164",18,4,3,3,1,0
2019-2020,League 1,59,Cristian Benavente,pe PER,"MF,FW",Nantes,25,1994,12,4,349,0,1,0,0,0,0
2019-2020,League 1,60,Darío Benedetto,ar ARG,FW,Marseille,33,1986,26,25,"2,101",11,0,0,1,4,0
2019-2020,League 1,61,Walter Benítez,ar ARG,GK,Nice,26,1993,26,26,"2,340",0,0,0,0,0,0
2019-2020,League 1,62,Loris Benito,ch SUI,DF,Bordeaux,27,1992,23,21,"1,896",1,0,0,0,5,0
2019-2020,League 1,63,Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,18,2001,3,1,132,0,0,0,0,0,0
2019-2020,League 1,64,Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,20,1999,6,1,168,0,2,0,0,0,0
2019-2020,League 1,65,Yassine Benrahou,fr FRA,"MF,FW",Nîmes,20,1999,9,9,762,2,3,0,0,1,0
2019-2020,League 1,66,Yassine Benzia,dz ALG,MF,Dijon,24,1994,3,2,173,0,0,0,0,0,0
2019-2020,League 1,67,Robert Berić,si SVN,"FW,MF",Saint-Étienne,28,1991,11,4,413,1,0,0,0,0,0
2019-2020,League 1,68,Paul Bernardoni,fr FRA,GK,Nîmes,22,1997,25,25,"2,203",0,0,0,0,0,0
2019-2020,League 1,69,Juan Bernat,es ESP,"DF,MF",Paris S-G,26,1993,18,16,"1,388",0,4,0,0,5,0
2019-2020,League 1,70,Dimitry Bertaud,fr FRA,GK,Montpellier,21,1998,3,3,196,0,0,0,0,0,1
2019-2020,League 1,71,El Bilal Touré,ml MLI,FW,Reims,17,2001,7,6,453,3,0,2,2,2,0
2019-2020,League 1,72,Ludovic Blas,fr FRA,"FW,MF",Nantes,21,1997,24,22,"1,845",5,1,0,0,0,0
2019-2020,League 1,73,Alexis Blin,fr FRA,MF,Amiens,22,1996,24,21,"1,841",0,1,0,0,4,0
2019-2020,League 1,74,Antonin Bobichon,fr FRA,MF,Angers,23,1995,11,8,649,2,1,0,0,0,0
2019-2020,League 1,75,Antonin Bobichon,fr FRA,MF,Nîmes,23,1995,2,2,180,0,0,0,0,0,0
2019-2020,League 1,76,Mathieu Bodmer,fr FRA,MF,Amiens,36,1982,9,0,88,1,0,0,0,1,0
2019-2020,League 1,77,Sacha Boey,fr FRA,DF,Rennes,18,2000,5,1,172,0,0,0,0,1,0
2019-2020,League 1,78,Quentin Boisgard,fr FRA,"MF,FW",Toulouse,22,1997,20,13,"1,146",1,1,0,0,1,0
2019-2020,League 1,79,Gabriel Boschilia,br BRA,"MF,FW",Monaco,23,1996,5,1,130,0,0,0,0,0,0
2019-2020,League 1,80,Denis Bouanga,ga GAB,"FW,DF",Saint-Étienne,24,1994,26,23,"2,042",10,3,3,3,4,0
2019-2020,League 1,81,Hicham Boudaoui,dz ALG,"MF,FW",Nice,19,1999,9,6,490,1,2,0,0,2,1
2019-2020,League 1,82,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,29,1990,24,20,"1,597",1,4,1,1,0,0
2019-2020,League 1,83,Farid Boulaya,dz ALG,FW,Metz,26,1993,19,8,821,2,1,0,0,1,1
2019-2020,League 1,84,Benjamin Bourigeaud,fr FRA,MF,Rennes,25,1994,25,21,"1,903",2,2,0,0,5,0
2019-2020,League 1,85,Bilal Boutobba,fr FRA,"MF,DF",Montpellier,20,1998,1,0,5,0,0,0,0,0,0
2019-2020,League 1,86,John Boye,gh GHA,DF,Metz,32,1987,24,24,"2,115",2,0,0,0,6,0
2019-2020,League 1,87,Domagoj Bradarić,hr CRO,DF,Lille,19,1999,18,16,"1,419",0,1,0,0,1,0
2019-2020,League 1,88,Anthony Briançon,fr FRA,DF,Nîmes,24,1994,22,20,"1,737",1,0,0,0,0,2
2019-2020,League 1,89,Jimmy Briand,fr FRA,FW,Bordeaux,33,1985,22,18,"1,525",7,1,1,1,1,0
2019-2020,League 1,90,Dylan Bronn,tn TUN,DF,Metz,24,1995,9,9,810,0,0,0,0,0,0
2019-2020,League 1,91,Lucas Buadés,fr FRA,FW,Nîmes,21,1997,6,1,121,0,0,0,0,0,0
2019-2020,League 1,92,Patrick Burner,fr FRA,DF,Nice,23,1996,20,15,"1,434",1,1,0,0,6,1
2019-2020,League 1,93,Ludovic Butelle,fr FRA,GK,Angers,36,1983,26,26,"2,340",0,0,0,0,0,0
2019-2020,League 1,94,Marcin Bułka,pl POL,GK,Paris S-G,19,1999,1,1,90,0,0,0,0,0,0
2019-2020,League 1,95,Yohan Cabaye,fr FRA,MF,Saint-Étienne,33,1986,15,12,858,0,1,0,0,3,0
2019-2020,League 1,96,Manuel Cabit,mq MTQ,DF,Metz,26,1993,3,3,270,0,1,0,0,2,0
2019-2020,League 1,97,Anthony Caci,fr FRA,DF,Strasbourg,22,1997,8,8,691,1,4,0,0,0,0
2019-2020,League 1,98,Jhonder Cádiz,ve VEN,"FW,MF",Dijon,24,1995,17,7,799,2,2,0,0,3,0
2019-2020,League 1,99,Mathieu Cafaro,fr FRA,"FW,MF",Reims,22,1997,13,12,924,1,2,1,1,3,1
2019-2020,League 1,100,Jonathan Cafu,br BRA,DF,Bordeaux,28,1991,3,2,201,0,0,0,0,0,0
2019-2020,League 1,101,Arturo Calabresi,it ITA,DF,Amiens,23,1996,21,21,"1,878",1,1,0,0,5,0
2019-2020,League 1,102,Duje Ćaleta-Car,hr CRO,DF,Marseille,22,1996,23,20,"1,886",1,1,0,0,6,0
2019-2020,League 1,103,Mahdi Camara,fr FRA,MF,Saint-Étienne,21,1998,12,10,901,0,0,0,0,2,1
2019-2020,League 1,104,Souleymane Camara,sn SEN,"FW,MF",Montpellier,36,1982,13,0,163,0,0,0,0,0,0
2019-2020,League 1,105,Eduardo Camavinga,fr FRA,MF,Rennes,16,2002,25,24,"2,107",1,2,0,0,4,0
2019-2020,League 1,106,Pierrick Capelle,fr FRA,"MF,DF",Angers,32,1987,24,20,"1,747",1,2,0,0,7,0
2019-2020,League 1,107,Maxence Caqueret,fr FRA,MF,Lyon,19,2000,8,7,568,0,0,0,0,2,0
2019-2020,League 1,108,Irvin Cardona,fr FRA,"FW,MF",Brest,21,1997,21,15,"1,450",6,3,0,0,3,0
2019-2020,League 1,109,Lionel Carole,fr FRA,DF,Strasbourg,28,1991,18,14,"1,272",0,0,0,0,3,0
2019-2020,League 1,110,Matis Carvalho,pt POR,GK,Montpellier,20,1999,1,0,72,0,0,0,0,0,0
2019-2020,League 1,111,Moreto Cassamã,gw GNB,MF,Reims,21,1998,7,7,592,0,1,0,0,3,0
2019-2020,League 1,112,Jean-Charles Castelletto,cm CMR,DF,Brest,24,1995,22,22,"1,838",1,0,0,0,3,1
2019-2020,League 1,113,Edinson Cavani,uy URU,FW,Paris S-G,32,1987,14,7,605,4,1,1,1,2,0
2019-2020,League 1,114,Zeki Çelik,tr TUR,DF,Lille,22,1997,23,23,"2,070",0,2,0,0,4,0
2019-2020,League 1,115,Fabien Centonze,fr FRA,DF,Metz,23,1996,28,28,"2,520",0,3,0,0,3,0
2019-2020,League 1,116,Florian Chabrolle,fr FRA,MF,Marseille,21,1998,1,0,18,0,0,0,0,0,0
2019-2020,League 1,117,Fouad Chafik,ma MAR,DF,Dijon,32,1986,20,18,"1,528",0,2,0,0,1,0
2019-2020,League 1,118,Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,30,1988,26,23,"2,065",4,5,0,2,5,0
2019-2020,League 1,119,Brendan Chardonnet,fr FRA,DF,Brest,24,1994,12,9,823,0,0,0,0,4,0
2019-2020,League 1,120,Xavier Chavalerin,fr FRA,MF,Reims,28,1991,24,24,"2,147",1,3,0,0,6,0
2019-2020,League 1,121,Aurélien Chedjou,cm CMR,DF,Amiens,34,1985,22,22,"1,971",0,0,0,0,4,1
2019-2020,League 1,122,Rayan Cherki,fr FRA,"MF,FW",Lyon,15,2003,6,1,143,0,0,0,0,0,0
2019-2020,League 1,123,Joris Chotard,fr FRA,MF,Montpellier,17,2001,20,13,"1,251",0,0,0,0,5,1
2019-2020,League 1,124,Mounir Chouiar,fr FRA,"MF,FW",Dijon,20,1999,20,18,"1,506",4,0,0,0,4,1
2019-2020,League 1,125,Ibrahim Cissé,ci CIV,"DF,FW",Nice,20,1999,2,0,50,0,0,0,0,0,0
2019-2020,League 1,126,Ibrahim Cissé,sn SEN,DF,Angers,23,1996,1,1,60,0,0,0,0,1,0
2019-2020,League 1,127,Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,21,1998,22,19,"1,629",1,1,0,0,2,0
2019-2020,League 1,128,Yannis Clementia,fr FRA,GK,Nice,22,1997,2,2,180,0,0,0,0,0,0
2019-2020,League 1,129,Marcus Coco,fr FRA,FW,Nantes,23,1996,1,1,14,0,0,0,0,0,0
2019-2020,League 1,130,Renaud Cohade,fr FRA,MF,Metz,34,1984,12,9,764,1,0,0,0,3,0
2019-2020,League 1,131,Racine Coly,sn SEN,DF,Nice,23,1995,10,8,649,1,0,0,0,5,2
2019-2020,League 1,132,Daniel Congré,fr FRA,DF,Montpellier,34,1985,24,23,"1,941",0,1,0,0,4,0
2019-2020,League 1,133,Benjamin Corgnet,fr FRA,MF,Strasbourg,32,1987,6,3,261,0,0,0,0,0,0
2019-2020,League 1,134,Maxwel Cornet,ci CIV,"FW,DF",Lyon,22,1996,22,14,"1,330",4,3,0,0,1,0
2019-2020,League 1,135,Quentin Cornette,fr FRA,"FW,MF",Amiens,25,1994,13,3,349,0,2,0,0,0,0
2019-2020,League 1,136,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,28,1991,14,4,527,1,0,0,0,4,0
2019-2020,League 1,137,Benoît Costil,fr FRA,GK,Bordeaux,32,1987,28,28,"2,520",0,0,0,0,1,0
2019-2020,League 1,138,Kalifa Coulibaly,ml MLI,FW,Nantes,27,1991,21,18,"1,616",4,0,0,0,1,0
2019-2020,League 1,139,Senou Coulibaly,ml MLI,DF,Dijon,24,1994,10,9,666,0,0,0,0,0,0
2019-2020,League 1,140,Yoann Court,fr FRA,"FW,MF",Brest,29,1990,23,18,"1,465",3,7,0,0,6,0
2019-2020,League 1,141,Nicolas Cozza,fr FRA,DF,Montpellier,20,1999,7,6,556,0,0,0,0,1,0
2019-2020,League 1,142,Wylan Cyprien,fr FRA,MF,Nice,24,1995,20,20,"1,772",7,3,5,5,3,1
2019-2020,League 1,143,Lucas Da Cunha,fr FRA,MF,Rennes,18,2001,2,1,72,0,0,0,0,0,0
2019-2020,League 1,144,Damien Da Silva,fr FRA,DF,Rennes,31,1988,25,25,"2,244",1,2,0,0,3,0
2019-2020,League 1,145,Colin Dagba,fr FRA,DF,Paris S-G,20,1998,10,7,668,0,0,0,0,1,0
2019-2020,League 1,146,Dante,br BRA,DF,Nice,35,1983,21,21,"1,890",1,0,0,0,7,0
2019-2020,League 1,147,Lucas Deaux,fr FRA,MF,Nîmes,30,1988,17,15,"1,335",2,1,0,0,2,0
2019-2020,League 1,148,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,34,1985,21,20,"1,769",1,1,0,0,2,0
2019-2020,League 1,149,Romain Del Castillo,fr FRA,"FW,MF",Rennes,23,1996,21,14,"1,242",2,5,1,1,2,0
2019-2020,League 1,150,Thomas Delaine,fr FRA,DF,Metz,27,1992,16,14,"1,254",0,0,0,0,4,0
2019-2020,League 1,151,Paul Delecroix,fr FRA,GK,Metz,30,1988,2,1,136,0,0,0,0,0,0
2019-2020,League 1,152,Andy Delort,dz ALG,FW,Montpellier,27,1991,26,26,"2,280",9,3,0,2,5,0
2019-2020,League 1,153,Moussa Dembélé,fr FRA,FW,Lyon,23,1996,27,24,"2,188",16,2,4,5,3,0
2019-2020,League 1,154,Jason Denayer,be BEL,DF,Lyon,24,1995,25,24,"2,131",0,1,0,0,0,0
2019-2020,League 1,155,Kevin Denkey,tg TOG,FW,Nîmes,18,2000,17,6,603,3,1,0,0,1,0
2019-2020,League 1,156,Memphis Depay,nl NED,"FW,MF",Lyon,25,1994,13,12,"1,018",9,2,1,1,0,0
2019-2020,League 1,157,Ángel Di María,ar ARG,"FW,MF",Paris S-G,31,1988,26,23,"2,000",8,14,1,2,2,0
2019-2020,League 1,158,Boulaye Dia,fr FRA,FW,Reims,22,1996,24,21,"1,812",7,1,1,1,0,0
2019-2020,League 1,159,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,23,1995,20,15,"1,190",1,3,0,0,3,0
2019-2020,League 1,160,Bafodé Diakité,fr FRA,DF,Toulouse,18,2001,16,16,"1,366",2,0,0,0,1,1
2019-2020,League 1,161,Abdou Diallo,fr FRA,DF,Paris S-G,23,1996,16,14,"1,201",0,1,0,0,4,0
2019-2020,League 1,162,Habib Diallo,sn SEN,FW,Metz,24,1995,26,26,"2,196",12,3,1,3,2,1
2019-2020,League 1,163,Ibrahima Diallo,fr FRA,MF,Brest,20,1999,19,18,"1,561",0,1,0,0,2,0
2019-2020,League 1,164,Moussa Diarra,fr FRA,DF,Toulouse,18,2000,1,1,90,0,0,0,0,0,0
2019-2020,League 1,165,Raphael Dias Belloli,br BRA,"MF,FW",Rennes,23,1996,22,20,"1,690",5,3,1,1,4,0
2019-2020,League 1,166,Lucas Dias,fr FRA,GK,Nîmes,20,1999,4,3,317,0,0,0,0,0,0
2019-2020,League 1,167,Bakaye Dibassy,ml MLI,DF,Amiens,29,1989,22,22,"1,868",2,0,0,0,5,1
2019-2020,League 1,168,Tristan Dingomé,cm CMR,MF,Reims,28,1991,15,12,892,0,1,0,0,1,0
2019-2020,League 1,169,Lois Diony,fr FRA,FW,Saint-Étienne,26,1992,12,8,666,2,0,0,0,1,0
2019-2020,League 1,170,Assane Dioussé,sn SEN,MF,Saint-Étienne,21,1997,4,1,120,0,0,0,0,1,0
2019-2020,League 1,171,Axel Disasi,fr FRA,DF,Reims,21,1998,27,27,"2,430",1,0,0,0,3,0
2019-2020,League 1,172,Tiago Djaló,pt POR,DF,Lille,19,2000,8,8,661,0,0,0,0,1,0
2019-2020,League 1,173,Alexander Djiku,fr FRA,"DF,MF",Strasbourg,24,1994,25,23,"2,064",1,1,0,0,6,0
2019-2020,League 1,174,Kasper Dolberg,dk DEN,FW,Nice,21,1997,23,22,"1,888",11,3,0,0,2,0
2019-2020,League 1,175,Keagan Dolly,za RSA,MF,Montpellier,26,1993,6,1,148,0,0,0,0,1,0
2019-2020,League 1,176,Anastasios Donis,gr GRE,"FW,MF",Reims,22,1996,15,6,609,0,0,0,0,1,0
2019-2020,League 1,177,Gabriel Dos Santos,br BRA,DF,Lille,21,1997,24,23,"2,087",1,0,0,0,3,0
2019-2020,League 1,178,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,31,1988,26,20,"1,751",1,2,0,0,0,0
2019-2020,League 1,179,Moussa Doumbia,ml MLI,"FW,MF",Reims,24,1994,26,22,"1,718",2,1,1,1,8,1
2019-2020,League 1,180,Souleyman Doumbia,ci CIV,DF,Angers,22,1996,5,5,450,0,1,0,0,1,0
2019-2020,League 1,181,Souleyman Doumbia,ci CIV,DF,Rennes,22,1996,1,1,90,0,0,0,0,0,0
2019-2020,League 1,182,Julian Draxler,de GER,MF,Paris S-G,25,1993,11,7,686,0,4,0,0,5,0
2019-2020,League 1,183,Leo Dubois,fr FRA,DF,Lyon,24,1994,16,15,"1,346",0,0,0,0,3,0
2019-2020,League 1,184,Haris Duljević,ba BIH,"FW,MF",Nîmes,25,1993,14,5,520,0,3,0,0,0,0
2019-2020,League 1,185,Riza Durmisi,dk DEN,DF,Nice,25,1994,4,2,160,0,0,0,0,0,0
2019-2020,League 1,186,Jean-Kevin Duverne,fr FRA,DF,Brest,22,1997,14,13,"1,178",0,0,0,0,0,0
2019-2020,League 1,187,Bruno Ecuele Manga,ga GAB,DF,Dijon,31,1988,28,28,"2,520",0,0,0,0,2,0
2019-2020,League 1,188,Renaud Emond,be BEL,"FW,MF",Nantes,27,1991,6,3,292,0,0,0,0,1,0
2019-2020,League 1,189,Fábio,br BRA,DF,Nantes,29,1990,10,10,834,0,0,0,0,4,0
2019-2020,League 1,190,Cesc Fàbregas,es ESP,MF,Monaco,32,1987,18,12,930,0,3,0,0,1,1
2019-2020,League 1,191,Julien Faussurier,fr FRA,DF,Brest,32,1987,22,22,"1,980",2,3,0,0,1,0
2019-2020,League 1,192,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,26,1993,26,25,"2,246",3,4,0,0,1,0
2019-2020,League 1,193,Juan Ferney Otero,co COL,"FW,MF",Amiens,24,1995,18,14,"1,202",1,2,0,0,0,1
2019-2020,League 1,194,Jordan Ferri,fr FRA,MF,Montpellier,27,1992,16,13,"1,150",0,0,0,0,1,1
2019-2020,League 1,195,Mamadou Fofana,ml MLI,"DF,MF",Metz,21,1998,20,18,"1,587",0,0,0,0,4,0
2019-2020,League 1,196,Wesley Fofana,fr FRA,DF,Saint-Étienne,18,2000,14,13,"1,215",1,0,0,0,4,0
2019-2020,League 1,197,Youssouf Fofana,fr FRA,MF,Monaco,20,1999,7,7,610,0,2,0,0,1,0
2019-2020,League 1,198,Youssouf Fofana,fr FRA,MF,Strasbourg,20,1999,13,12,"1,008",1,0,0,0,0,0
2019-2020,League 1,199,Thomas Foket,be BEL,DF,Reims,24,1994,27,27,"2,430",0,1,0,0,3,0
2019-2020,League 1,200,Lamine Fomba,fr FRA,MF,Nîmes,21,1998,20,15,"1,373",0,0,0,0,5,0
2019-2020,League 1,201,José Fonte,pt POR,DF,Lille,35,1983,25,25,"2,205",1,1,0,0,4,0
2019-2020,League 1,202,Lyle Foster,za RSA,FW,Monaco,18,2000,2,1,62,0,0,0,0,0,0
2019-2020,League 1,203,Angelo Fulgini,fr FRA,MF,Angers,22,1996,20,19,"1,579",1,1,0,0,3,1
2019-2020,League 1,204,Ruben Gabrielsen,no NOR,DF,Toulouse,27,1992,8,8,656,0,0,0,0,0,1
2019-2020,League 1,205,Nicolás Gaitán,ar ARG,"MF,FW",Lille,31,1988,4,0,54,0,0,0,0,0,0
2019-2020,League 1,206,Marvin Gakpa,fr FRA,"MF,FW",Metz,25,1993,13,4,468,0,0,0,0,0,0
2019-2020,League 1,207,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,29,1989,20,19,"1,653",1,2,0,0,2,0
2019-2020,League 1,208,Ignatius Ganago,cm CMR,"FW,MF",Nice,20,1999,26,12,"1,239",3,1,0,0,0,0
2019-2020,League 1,209,Yann Gboho,fr FRA,FW,Rennes,18,2001,8,2,226,1,1,0,0,1,0
2019-2020,League 1,210,Jérémy Gélin,fr FRA,"DF,MF",Rennes,22,1997,14,10,924,0,0,0,0,1,0
2019-2020,League 1,211,Valère Germain,fr FRA,FW,Marseille,29,1990,25,14,"1,350",2,4,0,0,1,0
2019-2020,League 1,212,Saman Ghoddos,ir IRN,FW,Amiens,25,1993,5,2,231,1,0,0,0,1,0
2019-2020,League 1,213,Andrei Girotto,br BRA,DF,Nantes,27,1992,25,25,"2,177",1,0,0,0,6,1
2019-2020,League 1,214,Kamil Glik,pl POL,DF,Monaco,31,1988,23,23,"2,070",1,0,0,0,5,0
2019-2020,League 1,215,Joris Gnagnon,fr FRA,DF,Rennes,22,1997,19,14,"1,278",0,1,0,0,2,0
2019-2020,League 1,216,Eddy Gnahoré,fr FRA,MF,Amiens,25,1993,17,14,"1,133",0,0,0,0,4,1
2019-2020,League 1,217,Mauro Goicoechea,uy URU,GK,Toulouse,31,1988,2,2,180,0,0,0,0,0,0
2019-2020,League 1,218,Aleksandr Golovin,ru RUS,MF,Monaco,23,1996,25,24,"2,061",3,4,0,0,6,1
2019-2020,League 1,219,Alfred Gomis,sn SEN,GK,Dijon,25,1993,19,19,"1,619",0,0,0,0,0,0
2019-2020,League 1,220,Mathieu Goncalves,fr FRA,DF,Toulouse,18,2001,4,3,314,0,0,0,0,1,0
2019-2020,League 1,221,Álvaro González,es ESP,DF,Marseille,29,1990,20,19,"1,628",0,0,0,0,4,1
2019-2020,League 1,222,Prince-Désir Gouano,fr FRA,DF,Amiens,25,1993,3,3,270,0,0,0,0,0,0
2019-2020,League 1,223,Amine Gouiri,fr FRA,FW,Lyon,19,2000,1,0,1,0,0,0,0,0,0
2019-2020,League 1,224,Max Gradel,ci CIV,"MF,FW",Toulouse,31,1987,21,19,"1,635",3,2,2,3,4,0
2019-2020,League 1,225,Samuel Grandsir,fr FRA,"FW,MF",Brest,22,1996,24,17,"1,492",3,1,0,0,0,0
2019-2020,League 1,226,Clément Grenier,fr FRA,MF,Rennes,28,1991,11,10,839,1,0,0,0,2,0
