Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2018-2019,Bundesliga,315,Florian Neuhaus,de GER,MF,M'Gladbach,21,1997,32,25,"2,062",3,8,0,0,5,0
2018-2019,Bundesliga,316,Moussa Niakhate,fr FRA,DF,Mainz 05,22,1996,33,32,"2,789",1,1,0,0,3,0
2018-2019,Bundesliga,317,Florian Niederlechner,de GER,"FW,MF",Freiburg,27,1990,24,12,970,4,1,0,0,3,0
2018-2019,Bundesliga,318,Håvard Nordtveit,no NOR,"MF,DF",Hoffenheim,28,1990,8,4,470,0,0,0,0,2,0
2018-2019,Bundesliga,319,Alexander Nübel,de GER,GK,Schalke 04,21,1996,18,18,"1,588",0,0,0,0,1,1
2018-2019,Bundesliga,320,Kasim Nuhu,gh GHA,DF,Hoffenheim,23,1995,13,11,904,0,1,0,0,5,1
2018-2019,Bundesliga,321,Hans Nunoo Sarpei,gh GHA,"FW,MF",Stuttgart,19,1998,2,0,42,0,0,0,0,0,0
2018-2019,Bundesliga,322,Bastian Oczipka,de GER,DF,Schalke 04,29,1989,21,21,"1,875",1,5,0,0,3,0
2018-2019,Bundesliga,323,Chima Okoroji,ng NGA,"DF,MF",Freiburg,21,1997,2,1,104,0,0,0,0,0,0
2018-2019,Bundesliga,324,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,26,1992,26,11,"1,161",7,3,0,0,2,0
2018-2019,Bundesliga,325,Willi Orban,hu HUN,DF,RB Leipzig,25,1992,24,23,"2,049",4,0,0,0,5,0
2018-2019,Bundesliga,326,Yuya Osako,jp JPN,"FW,MF",Werder Bremen,28,1990,21,15,"1,346",3,2,0,0,2,0
2018-2019,Bundesliga,327,Matthias Ostrzolek,de GER,DF,Hannover 96,28,1990,18,16,"1,468",0,0,0,0,2,0
2018-2019,Bundesliga,328,David Otto,de GER,FW,Hoffenheim,19,1999,3,0,28,0,0,0,0,0,0
2018-2019,Bundesliga,329,Reece Oxford,eng ENG,DF,Augsburg,19,1998,8,6,505,0,1,0,0,0,1
2018-2019,Bundesliga,330,Berkay Özcan,tr TUR,MF,Stuttgart,20,1998,3,0,51,0,0,0,0,0,0
2018-2019,Bundesliga,331,Ramazan Özcan,at AUT,GK,Leverkusen,34,1984,2,2,180,0,0,0,0,0,0
2018-2019,Bundesliga,332,Levin Öztunalı,de GER,"MF,FW",Mainz 05,22,1996,15,11,921,0,1,0,0,3,0
2018-2019,Bundesliga,333,Gonçalo Paciência,pt POR,FW,Eint Frankfurt,23,1994,11,4,390,3,1,0,0,1,0
2018-2019,Bundesliga,334,Federico Palacios Martínez,de GER,"FW,MF",Nürnberg,23,1995,17,9,942,2,0,0,0,1,0
2018-2019,Bundesliga,335,Paulinho,br BRA,"FW,MF",Leverkusen,18,2000,15,0,180,0,0,0,0,0,0
2018-2019,Bundesliga,336,Benjamin Pavard,fr FRA,DF,Stuttgart,22,1996,29,29,"2,610",0,0,0,0,3,0
2018-2019,Bundesliga,337,Jiří Pavlenka,cz CZE,GK,Werder Bremen,26,1992,34,34,"2,977",0,0,0,0,2,0
2018-2019,Bundesliga,338,Peter Pekarík,sk SVK,DF,Hertha BSC,31,1986,3,2,217,0,0,0,0,0,0
2018-2019,Bundesliga,339,Matheus Pereira,br BRA,"MF,FW",Nürnberg,22,1996,19,16,"1,232",3,2,0,0,3,1
2018-2019,Bundesliga,340,Pavao Pervan,at AUT,GK,Wolfsburg,30,1987,9,8,765,0,0,0,0,1,0
2018-2019,Bundesliga,341,Nils Petersen,de GER,FW,Freiburg,29,1988,24,20,"1,929",10,3,1,2,0,0
2018-2019,Bundesliga,342,Ondřej Petrák,cz CZE,MF,Nürnberg,26,1992,22,18,"1,624",0,0,0,0,5,0
2018-2019,Bundesliga,343,Maximilian Philipp,de GER,"FW,MF",Dortmund,24,1994,18,9,758,1,1,0,0,0,0
2018-2019,Bundesliga,344,Łukasz Piszczek,pl POL,DF,Dortmund,33,1985,20,20,"1,756",1,6,0,0,3,0
2018-2019,Bundesliga,345,Claudio Pizarro,pe PER,FW,Werder Bremen,39,1978,26,3,692,5,2,0,0,1,0
2018-2019,Bundesliga,346,Marvin Plattenhardt,de GER,DF,Hertha BSC,26,1992,22,22,"1,924",1,2,0,0,4,0
2018-2019,Bundesliga,347,Alassane Pléa,fr FRA,FW,M'Gladbach,25,1993,34,28,"2,503",12,4,0,0,2,0
2018-2019,Bundesliga,348,Luca Plogmann,de GER,GK,Werder Bremen,18,2000,1,0,38,0,0,0,0,0,0
2018-2019,Bundesliga,349,Stefan Posch,at AUT,DF,Hoffenheim,21,1997,17,16,"1,402",0,0,0,0,5,0
2018-2019,Bundesliga,350,Yussuf Poulsen,dk DEN,FW,RB Leipzig,24,1994,31,27,"2,451",15,3,0,0,2,0
2018-2019,Bundesliga,351,Edgar Prib,de GER,MF,Hannover 96,28,1989,4,2,202,0,1,0,0,1,0
2018-2019,Bundesliga,352,Christian Pulisic,us USA,"FW,MF",Dortmund,19,1998,20,9,932,4,4,0,0,2,0
2018-2019,Bundesliga,353,Robin Quaison,se SWE,"FW,MF",Mainz 05,24,1993,28,25,"2,194",7,3,0,0,1,0
2018-2019,Bundesliga,354,Raffael,br BRA,FW,M'Gladbach,33,1985,13,5,543,2,1,0,0,0,0
2018-2019,Bundesliga,355,Rafinha,br BRA,DF,Bayern Munich,32,1985,16,9,901,1,1,0,0,1,0
2018-2019,Bundesliga,356,Baba Rahman,gh GHA,DF,Schalke 04,24,1994,2,2,162,0,0,0,0,0,0
2018-2019,Bundesliga,357,Benito Raman,be BEL,"MF,FW",Düsseldorf,23,1994,30,19,"1,681",10,4,0,0,1,0
2018-2019,Bundesliga,358,Milot Rashica,xk KVX,"FW,MF",Werder Bremen,22,1996,26,19,"1,550",9,5,1,1,1,0
2018-2019,Bundesliga,359,Yoric Ravet,fr FRA,"MF,FW",Freiburg,28,1989,4,0,75,0,0,0,0,0,0
2018-2019,Bundesliga,360,Ante Rebić,hr CRO,"FW,MF",Eint Frankfurt,24,1993,28,23,"1,978",9,4,0,0,4,1
2018-2019,Bundesliga,361,Karim Rekik,nl NED,DF,Hertha BSC,23,1994,24,24,"2,068",0,0,0,0,4,1
2018-2019,Bundesliga,362,Michael Rensing,de GER,GK,Düsseldorf,34,1984,32,32,"2,880",0,0,0,0,1,0
2018-2019,Bundesliga,363,Marco Reus,de GER,"MF,FW",Dortmund,29,1989,27,27,"2,316",17,8,3,3,3,1
2018-2019,Bundesliga,364,Elvis Rexhbeçaj,de GER,MF,Wolfsburg,20,1997,24,13,"1,144",2,2,0,0,4,0
2018-2019,Bundesliga,365,Simon Rhein,de GER,MF,Nürnberg,20,1998,8,7,494,0,0,0,0,1,1
2018-2019,Bundesliga,366,Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,35,1983,25,10,"1,174",6,3,0,0,3,0
2018-2019,Bundesliga,367,Marco Richter,de GER,"FW,MF",Augsburg,20,1997,25,17,"1,426",4,6,0,0,4,0
2018-2019,Bundesliga,368,Sascha Riether,de GER,DF,Schalke 04,35,1983,1,0,2,0,0,0,0,0,0
2018-2019,Bundesliga,369,Arjen Robben,nl NED,"FW,MF",Bayern Munich,34,1984,12,7,567,4,0,0,0,1,1
2018-2019,Bundesliga,370,Sebastian Rode,de GER,MF,Eint Frankfurt,27,1990,12,12,923,0,0,0,0,4,0
2018-2019,Bundesliga,371,James Rodríguez,co COL,"MF,FW",Bayern Munich,27,1991,20,13,"1,138",7,3,0,0,2,0
2018-2019,Bundesliga,372,Jérôme Roussillon,fr FRA,DF,Wolfsburg,25,1993,28,28,"2,461",3,4,0,0,4,0
2018-2019,Bundesliga,373,Sebastian Rudy,de GER,MF,Schalke 04,28,1990,21,17,"1,356",0,0,0,0,4,0
2018-2019,Bundesliga,374,Lukas Rupp,de GER,MF,Hoffenheim,27,1991,1,0,25,0,0,0,0,0,0
2018-2019,Bundesliga,375,Marco Russ,de GER,DF,Eint Frankfurt,32,1985,5,3,380,0,0,0,0,1,0
2018-2019,Bundesliga,376,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,25,1992,2,1,123,0,0,0,0,0,0
2018-2019,Bundesliga,377,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,24,1994,30,26,"2,352",4,3,0,0,9,0
2018-2019,Bundesliga,378,Nuri Şahin,tr TUR,MF,Werder Bremen,29,1988,20,19,"1,476",1,1,0,0,5,0
2018-2019,Bundesliga,379,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,25,1992,1,1,90,0,0,0,0,0,0
2018-2019,Bundesliga,380,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,24,1993,6,6,460,0,0,0,0,3,0
2018-2019,Bundesliga,381,Roland Sallai,hu HUN,"MF,FW",Freiburg,21,1997,10,5,527,2,0,0,0,3,0
2018-2019,Bundesliga,382,Edgar Salli,cm CMR,"MF,FW",Nürnberg,25,1992,3,1,116,0,0,0,0,1,0
2018-2019,Bundesliga,383,Renato Sanches,pt POR,MF,Bayern Munich,20,1997,17,4,577,1,1,0,0,2,1
2018-2019,Bundesliga,384,Jadon Sancho,eng ENG,"FW,MF",Dortmund,18,2000,34,26,"2,461",12,14,0,0,2,0
2018-2019,Bundesliga,385,Salif Sané,sn SEN,DF,Schalke 04,27,1990,30,29,"2,614",2,0,0,0,4,0
2018-2019,Bundesliga,386,Marcelo Saracchi,uy URU,DF,RB Leipzig,20,1998,9,7,653,0,1,0,0,2,0
2018-2019,Bundesliga,387,Josh Sargent,us USA,FW,Werder Bremen,18,2000,10,1,212,2,0,0,0,1,0
2018-2019,Bundesliga,388,Julian Schieber,de GER,FW,Augsburg,29,1989,9,3,258,1,0,0,0,1,0
2018-2019,Bundesliga,389,Keven Schlotterbeck,de GER,DF,Freiburg,21,1997,9,8,773,0,0,0,0,1,0
2018-2019,Bundesliga,390,Nico Schlotterbeck,de GER,DF,Freiburg,18,1999,4,2,226,0,0,0,0,1,0
2018-2019,Bundesliga,391,Marcel Schmelzer,de GER,DF,Dortmund,30,1988,9,6,566,0,1,0,0,1,0
2018-2019,Bundesliga,392,Jonathan Schmid,fr FRA,DF,Augsburg,28,1990,28,28,"2,520",3,7,0,0,1,0
2018-2019,Bundesliga,393,Alessandro Schöpf,at AUT,"MF,DF",Schalke 04,24,1994,15,11,"1,004",1,0,0,0,3,0
2018-2019,Bundesliga,394,Nico Schulz,de GER,"DF,MF",Hoffenheim,25,1993,30,29,"2,537",1,5,0,0,6,0
2018-2019,Bundesliga,395,Pirmin Schwegler,ch SUI,MF,Hannover 96,31,1987,27,25,"2,075",0,1,0,0,7,0
2018-2019,Bundesliga,396,Alexander Schwolow,de GER,GK,Freiburg,26,1992,33,33,"2,970",0,1,0,0,1,0
2018-2019,Bundesliga,397,Davie Selke,de GER,"FW,MF",Hertha BSC,23,1995,30,16,"1,739",3,5,0,0,4,0
2018-2019,Bundesliga,398,Suat Serdar,de GER,MF,Schalke 04,21,1997,26,20,"1,729",2,1,0,0,4,2
2018-2019,Bundesliga,399,Meritan Shabani,al ALB,FW,Bayern Munich,19,1999,1,0,1,0,0,0,0,0,0
2018-2019,Bundesliga,400,Steven Skrzybski,de GER,"FW,MF",Schalke 04,25,1992,12,8,664,3,1,0,0,1,0
2018-2019,Bundesliga,401,Emile Smith-Rowe,eng ENG,MF,RB Leipzig,18,2000,3,0,29,0,0,0,0,0,0
2018-2019,Bundesliga,402,Marcel Sobottka,de GER,MF,Düsseldorf,24,1994,14,11,942,0,0,0,0,3,0
2018-2019,Bundesliga,403,Yann Sommer,ch SUI,GK,M'Gladbach,29,1988,34,34,"3,060",0,0,0,0,1,0
2018-2019,Bundesliga,404,Oliver Sorg,de GER,DF,Hannover 96,28,1990,19,18,"1,580",0,0,0,0,6,1
2018-2019,Bundesliga,405,Borna Sosa,hr CRO,"DF,MF",Stuttgart,20,1998,12,7,616,0,1,0,0,3,0
2018-2019,Bundesliga,406,Sebastian Soto,us USA,MF,Hannover 96,18,2000,3,0,29,0,0,0,0,0,0
2018-2019,Bundesliga,407,Kostas Stafylidis,gr GRE,DF,Augsburg,24,1993,12,11,920,0,0,0,0,1,0
2018-2019,Bundesliga,408,Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,27,1990,21,20,"1,763",0,2,0,0,3,0
2018-2019,Bundesliga,409,Jozo Stanić,hr CRO,DF,Augsburg,19,1999,1,0,3,0,0,0,0,0,0
2018-2019,Bundesliga,410,Niklas Stark,de GER,DF,Hertha BSC,23,1995,22,22,"1,868",1,0,0,0,5,0
2018-2019,Bundesliga,411,Renato Steffen,ch SUI,"FW,DF",Wolfsburg,26,1991,31,18,"1,503",5,1,0,0,4,0
2018-2019,Bundesliga,412,Marc Stendera,de GER,MF,Eint Frankfurt,22,1995,7,0,110,0,0,0,0,0,0
2018-2019,Bundesliga,413,Pascal Stenzel,de GER,DF,Freiburg,22,1996,21,16,"1,449",0,2,0,0,5,1
2018-2019,Bundesliga,414,Lars Stindl,de GER,"FW,MF",M'Gladbach,29,1988,21,19,"1,508",3,1,0,0,3,0
2018-2019,Bundesliga,415,Kevin Stöger,at AUT,MF,Düsseldorf,24,1993,25,24,"2,118",1,7,0,0,8,0
2018-2019,Bundesliga,416,Tobias Strobl,de GER,"MF,DF",M'Gladbach,28,1990,29,26,"2,293",0,4,0,0,4,0
2018-2019,Bundesliga,417,Niklas Süle,de GER,DF,Bayern Munich,22,1995,31,29,"2,654",2,0,0,0,3,0
2018-2019,Bundesliga,418,Markus Suttner,at AUT,"DF,MF",Düsseldorf,31,1987,6,6,489,1,1,0,0,1,0
2018-2019,Bundesliga,419,Ádám Szalai,hu HUN,FW,Hoffenheim,30,1987,30,15,"1,627",6,3,0,0,3,0
2018-2019,Bundesliga,420,Jonathan Tah,de GER,DF,Leverkusen,22,1996,33,33,"2,937",3,1,0,0,3,0
2018-2019,Bundesliga,421,Taleb Tawatha,il ISR,"DF,FW",Eint Frankfurt,26,1992,3,1,125,0,0,0,0,0,0
2018-2019,Bundesliga,422,Georg Teigl,at AUT,"MF,FW",Augsburg,27,1991,6,2,296,0,0,0,0,0,0
2018-2019,Bundesliga,423,Marco Terrazzino,de GER,"FW,MF",Freiburg,27,1991,13,7,517,1,0,0,0,0,0
2018-2019,Bundesliga,424,Cedric Teuchert,de GER,FW,Schalke 04,21,1997,5,2,160,0,0,0,0,0,0
2018-2019,Bundesliga,425,Erik Thommy,de GER,"MF,FW",Stuttgart,23,1994,19,6,794,1,1,0,0,3,1
2018-2019,Bundesliga,426,Timothy Tillman,de GER,"FW,MF",Nürnberg,19,1999,6,1,206,0,0,0,0,0,0
2018-2019,Bundesliga,427,George Timotheou,au AUS,DF,Schalke 04,21,1997,1,1,90,0,0,0,0,0,0
2018-2019,Bundesliga,428,Marcel Tisserand,cd COD,DF,Wolfsburg,25,1993,10,10,886,1,0,0,0,2,0
2018-2019,Bundesliga,429,Corentin Tolisso,fr FRA,MF,Bayern Munich,23,1994,2,1,52,1,0,0,0,0,0
2018-2019,Bundesliga,430,Ömer Toprak,tr TUR,DF,Dortmund,29,1989,9,1,236,0,0,0,0,0,0
2018-2019,Bundesliga,431,Lucas Torró,es ESP,MF,Eint Frankfurt,24,1994,8,6,560,0,0,0,0,1,0
2018-2019,Bundesliga,432,Jordan Torunarigha,de GER,DF,Hertha BSC,20,1997,14,13,"1,158",2,2,0,0,3,1
2018-2019,Bundesliga,433,Almamy Touré,ml MLI,DF,Eint Frankfurt,22,1996,7,6,519,0,0,0,0,0,0
2018-2019,Bundesliga,434,Ibrahima Traoré,gn GUI,"FW,MF",M'Gladbach,30,1988,16,5,552,0,2,0,0,1,0
2018-2019,Bundesliga,435,Kevin Trapp,de GER,GK,Eint Frankfurt,28,1990,33,33,"2,937",0,0,0,0,2,0
2018-2019,Bundesliga,436,Philipp Tschauner,de GER,GK,Hannover 96,32,1985,1,1,90,0,0,0,0,0,0
2018-2019,Bundesliga,437,Anthony Ujah,ng NGA,FW,Mainz 05,27,1990,22,6,735,4,0,0,0,2,0
2018-2019,Bundesliga,438,Sven Ulreich,de GER,GK,Bayern Munich,29,1988,9,8,758,0,0,0,0,0,0
2018-2019,Bundesliga,439,Dayot Upamecano,fr FRA,DF,RB Leipzig,19,1998,15,14,"1,293",0,0,0,0,5,0
2018-2019,Bundesliga,440,Takashi Usami,jp JPN,"FW,MF",Düsseldorf,26,1992,19,10,879,1,2,0,0,1,0
2018-2019,Bundesliga,441,Mark Uth,de GER,"FW,MF",Schalke 04,26,1991,20,15,"1,407",2,1,0,0,3,0
2018-2019,Bundesliga,442,Enrico Valentini,it ITA,DF,Nürnberg,29,1989,15,15,"1,299",0,2,0,0,2,0
2018-2019,Bundesliga,443,Miloš Veljković,rs SRB,DF,Werder Bremen,22,1995,23,21,"1,877",1,0,0,0,7,2
2018-2019,Bundesliga,444,Paul Verhaegh,nl NED,DF,Wolfsburg,34,1983,2,2,180,0,0,0,0,0,0
2018-2019,Bundesliga,445,Kevin Vogt,de GER,DF,Hoffenheim,26,1991,28,28,"2,391",0,0,0,0,5,0
2018-2019,Bundesliga,446,Kevin Volland,de GER,FW,Leverkusen,26,1992,34,32,"2,814",14,9,0,0,4,0
2018-2019,Bundesliga,447,Sandro Wagner,de GER,FW,Bayern Munich,30,1987,7,1,143,0,0,0,0,2,0
2018-2019,Bundesliga,448,Walace,br BRA,MF,Hannover 96,23,1995,26,23,"1,996",1,1,0,0,5,0
2018-2019,Bundesliga,449,Luca Waldschmidt,de GER,"FW,MF",Freiburg,22,1996,30,16,"1,717",9,1,3,3,1,0
2018-2019,Bundesliga,450,Wout Weghorst,nl NED,FW,Wolfsburg,25,1992,34,33,"2,925",17,7,4,4,4,0
2018-2019,Bundesliga,451,Julian Weigl,de GER,"DF,MF",Dortmund,22,1995,18,16,"1,455",1,0,0,0,3,0
2018-2019,Bundesliga,452,Mitchell Weiser,de GER,DF,Leverkusen,24,1994,30,22,"2,111",1,3,0,0,3,0
2018-2019,Bundesliga,453,Wendell,br BRA,DF,Leverkusen,25,1993,28,25,"2,277",2,2,1,2,5,0
2018-2019,Bundesliga,454,Oscar Wendt,se SWE,DF,M'Gladbach,32,1985,32,30,"2,731",1,1,0,0,2,0
2018-2019,Bundesliga,455,Timo Werner,de GER,FW,RB Leipzig,22,1996,30,29,"2,509",16,7,0,1,1,0
2018-2019,Bundesliga,456,Hendrik Weydandt,de GER,"FW,MF",Hannover 96,23,1995,28,18,"1,723",6,1,0,0,1,0
2018-2019,Bundesliga,457,Jetro Willems,nl NED,"MF,DF",Eint Frankfurt,24,1994,23,7,730,0,1,0,0,2,1
2018-2019,Bundesliga,458,William,br BRA,DF,Wolfsburg,23,1995,31,30,"2,675",2,1,0,0,10,0
2018-2019,Bundesliga,459,Kevin Wimmer,at AUT,DF,Hannover 96,25,1992,22,17,"1,683",0,0,0,0,5,0
2018-2019,Bundesliga,460,Axel Witsel,be BEL,MF,Dortmund,29,1989,33,32,"2,873",4,1,0,0,2,0
2018-2019,Bundesliga,461,Marius Wolf,de GER,"DF,FW",Dortmund,23,1995,16,10,828,1,0,0,0,1,1
2018-2019,Bundesliga,462,Jeong Woo-yeong,kr KOR,FW,Bayern Munich,18,1999,1,0,5,0,0,0,0,0,0
2018-2019,Bundesliga,463,Bobby Wood,us USA,"FW,MF",Hannover 96,25,1992,20,12,"1,182",3,1,0,0,1,0
2018-2019,Bundesliga,464,Haji Wright,us USA,FW,Schalke 04,20,1998,7,2,197,1,0,0,0,0,0
2018-2019,Bundesliga,465,John Yeboah,de GER,FW,Wolfsburg,18,2000,2,0,55,0,0,0,0,0,0
2018-2019,Bundesliga,466,Dan-Axel Zagadou,fr FRA,DF,Dortmund,19,1999,17,15,"1,267",2,0,0,0,4,0
2018-2019,Bundesliga,467,Denis Zakaria,ch SUI,MF,M'Gladbach,21,1996,31,21,"1,959",4,0,0,0,7,0
2018-2019,Bundesliga,468,Robin Zentner,de GER,GK,Mainz 05,23,1994,10,10,900,0,0,0,0,1,0
2018-2019,Bundesliga,469,Ron-Robert Zieler,de GER,GK,Stuttgart,29,1989,34,34,"3,060",0,0,0,0,3,0
2018-2019,Bundesliga,470,Jean Zimmer,de GER,"DF,MF",Düsseldorf,24,1993,18,17,"1,435",1,2,0,0,2,0
2018-2019,Bundesliga,471,Matthias Zimmermann,de GER,"DF,MF",Düsseldorf,26,1992,34,34,"3,049",1,3,0,0,4,0
2018-2019,Bundesliga,472,Adam Zreľák,sk SVK,FW,Nürnberg,24,1994,14,10,941,2,1,0,0,4,0
2018-2019,Bundesliga,473,Steven Zuber,ch SUI,"FW,MF",Stuttgart,26,1991,13,13,"1,051",5,1,1,1,3,0
2018-2019,Bundesliga,474,Steven Zuber,ch SUI,"MF,FW",Hoffenheim,26,1991,9,6,571,0,1,0,0,1,0
