Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2017-2018,EPL,151,Marouane Fellaini,be BEL,MF,Manchester Utd,29,1987,16,5,683,4,0,0,0,1,0
2017-2018,EPL,152,Kiko Femenía,es ESP,"DF,MF",Watford,26,1991,23,19,"1,713",1,1,0,0,2,0
2017-2018,EPL,153,Leroy Fer,nl NED,MF,Swansea City,27,1990,20,15,"1,397",1,1,0,0,5,0
2017-2018,EPL,154,Edimilson Fernandes,ch SUI,"MF,FW",West Ham,21,1996,14,9,845,0,1,0,0,1,0
2017-2018,EPL,155,Federico Fernández,ar ARG,DF,Swansea City,28,1989,30,30,"2,676",1,1,0,0,5,0
2017-2018,EPL,156,Fernandinho,br BRA,MF,Manchester City,32,1985,34,33,"2,881",5,3,0,0,7,0
2017-2018,EPL,157,Sam Field,eng ENG,MF,West Brom,19,1998,10,7,537,1,0,0,0,3,0
2017-2018,EPL,158,Roberto Firmino,br BRA,FW,Liverpool,25,1991,37,32,"2,763",15,7,1,1,1,0
2017-2018,EPL,159,Darren Fletcher,sco SCO,MF,Stoke City,33,1984,27,25,"2,219",1,1,0,0,0,0
2017-2018,EPL,160,Phil Foden,eng ENG,MF,Manchester City,17,2000,5,0,49,0,1,0,0,0,0
2017-2018,EPL,161,José Fonte,pt POR,DF,West Ham,33,1983,8,8,688,0,1,0,0,0,0
2017-2018,EPL,162,Fraser Forster,eng ENG,GK,Southampton,29,1988,20,20,"1,800",0,0,0,0,0,0
2017-2018,EPL,163,Ben Foster,eng ENG,GK,West Brom,34,1983,37,37,"3,330",0,0,0,0,2,0
2017-2018,EPL,164,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,21,17,"1,596",0,0,0,0,2,0
2017-2018,EPL,165,Simon Francis,eng ENG,DF,Bournemouth,32,1985,32,31,"2,705",0,1,0,0,9,2
2017-2018,EPL,166,Ryan Fraser,sco SCO,"MF,DF",Bournemouth,23,1994,26,23,"2,004",5,3,0,0,0,0
2017-2018,EPL,167,Christian Fuchs,at AUT,DF,Leicester City,31,1986,25,21,"1,921",0,1,0,0,1,0
2017-2018,EPL,168,Jay Fulton,sco SCO,MF,Swansea City,23,1994,2,0,19,0,0,0,0,1,0
2017-2018,EPL,169,Ramiro Funes Mori,ar ARG,"DF,MF",Everton,26,1991,4,1,121,0,0,0,0,1,0
2017-2018,EPL,170,Manolo Gabbiadini,it ITA,"FW,MF",Southampton,25,1991,28,11,"1,081",5,0,1,1,2,0
2017-2018,EPL,171,Jesús Gámez,es ESP,DF,Newcastle Utd,32,1985,2,1,98,0,0,0,0,0,0
2017-2018,EPL,172,Idrissa Gana Gueye,sn SEN,MF,Everton,27,1989,33,32,"2,751",2,1,0,0,7,2
2017-2018,EPL,173,Dwight Gayle,eng ENG,FW,Newcastle Utd,26,1990,35,23,"1,958",6,3,0,0,3,0
2017-2018,EPL,174,Paulo Gazzaniga,ar ARG,GK,Tottenham,25,1992,1,1,90,0,0,0,0,0,0
2017-2018,EPL,175,David de Gea,es ESP,GK,Manchester Utd,26,1990,37,37,"3,330",0,0,0,0,0,0
2017-2018,EPL,176,Kieran Gibbs,eng ENG,DF,West Brom,27,1989,33,32,"2,827",0,1,0,0,3,0
2017-2018,EPL,177,Olivier Giroud,fr FRA,FW,Chelsea,30,1986,13,6,613,3,1,0,0,0,0
2017-2018,EPL,178,Olivier Giroud,fr FRA,FW,Arsenal,30,1986,16,1,388,4,1,0,0,0,0
2017-2018,EPL,179,Connor Goldson,eng ENG,DF,Brighton,24,1992,3,2,200,0,0,0,0,1,0
2017-2018,EPL,180,Heurelho Gomes,br BRA,GK,Watford,36,1981,24,24,"2,128",0,0,0,0,0,0
2017-2018,EPL,181,Joe Gomez,eng ENG,DF,Liverpool,20,1997,23,21,"1,902",0,2,0,0,3,0
2017-2018,EPL,182,Dan Gosling,eng ENG,MF,Bournemouth,27,1990,28,21,"1,947",2,1,0,0,8,0
2017-2018,EPL,183,Lee Grant,eng ENG,GK,Stoke City,34,1983,3,3,270,0,0,0,0,0,0
2017-2018,EPL,184,Andre Gray,eng ENG,FW,Watford,26,1991,31,16,"1,498",5,2,0,0,1,0
2017-2018,EPL,185,Demarai Gray,eng ENG,"MF,FW",Leicester City,21,1996,35,17,"1,697",3,1,0,0,2,0
2017-2018,EPL,186,Pascal Groß,de GER,"MF,FW",Brighton,26,1991,38,35,"2,928",7,8,1,1,2,0
2017-2018,EPL,187,Marko Grujić,rs SRB,MF,Liverpool,21,1996,3,0,16,0,0,0,0,0,0
2017-2018,EPL,188,İlkay Gündoğan,de GER,MF,Manchester City,26,1990,30,15,"1,517",4,1,1,1,3,0
2017-2018,EPL,189,Florent Hadergjonaj,xk KVX,"DF,MF",Huddersfield,23,1994,23,19,"1,674",0,1,0,0,3,0
2017-2018,EPL,190,Massadio Haïdara,ml MLI,"FW,MF",Newcastle Utd,24,1992,1,0,4,0,0,0,0,0,0
2017-2018,EPL,191,Ben Hamer,eng ENG,GK,Leicester City,29,1987,4,3,275,0,0,0,0,0,0
2017-2018,EPL,192,Rekeem Harper,eng ENG,MF,West Brom,17,2000,1,0,21,0,0,0,0,0,0
2017-2018,EPL,193,Joe Hart,eng ENG,GK,West Ham,30,1987,19,19,"1,710",0,1,0,0,0,0
2017-2018,EPL,194,Isaac Hayden,eng ENG,MF,Newcastle Utd,22,1995,26,15,"1,374",1,0,0,0,7,0
2017-2018,EPL,195,Eden Hazard,be BEL,"FW,MF",Chelsea,26,1991,34,28,"2,422",12,4,2,2,2,0
2017-2018,EPL,196,Tom Heaton,eng ENG,GK,Burnley,31,1986,4,4,305,0,0,0,0,0,0
2017-2018,EPL,197,Michael Hefele,de GER,DF,Huddersfield,26,1990,2,0,33,0,0,0,0,1,0
2017-2018,EPL,198,Ahmed Hegazi,eg EGY,DF,West Brom,26,1991,38,38,"3,386",2,0,0,0,4,0
2017-2018,EPL,199,Tomer Hemed,il ISR,FW,Brighton,30,1987,16,9,849,2,2,0,0,0,0
2017-2018,EPL,200,Jordan Henderson,eng ENG,MF,Liverpool,27,1990,27,25,"2,171",1,1,0,0,1,0
2017-2018,EPL,201,Jeff Hendrick,ie IRL,"MF,FW",Burnley,25,1992,34,29,"2,331",2,2,0,0,1,0
2017-2018,EPL,202,Wayne Hennessey,wal WAL,GK,Crystal Palace,30,1987,27,27,"2,430",0,0,0,0,1,0
2017-2018,EPL,203,Javier Hernández,mx MEX,FW,West Ham,29,1988,28,16,"1,548",8,0,0,0,3,0
2017-2018,EPL,204,Ander Herrera,es ESP,MF,Manchester Utd,27,1989,26,13,"1,268",0,2,0,0,5,0
2017-2018,EPL,205,Son Heung-min,kr KOR,"FW,MF",Tottenham,25,1992,37,27,"2,317",12,6,0,0,0,0
2017-2018,EPL,206,Wesley Hoedt,nl NED,DF,Southampton,23,1994,28,28,"2,520",0,1,0,0,7,0
2017-2018,EPL,207,Jonathan Hogg,eng ENG,MF,Huddersfield,28,1988,30,29,"2,398",0,0,0,0,9,2
2017-2018,EPL,208,Rob Holding,eng ENG,DF,Arsenal,21,1995,12,9,822,0,0,0,0,3,0
2017-2018,EPL,209,José Holebas,gr GRE,"DF,MF",Watford,33,1984,28,26,"2,382",0,4,0,0,7,0
2017-2018,EPL,210,Mason Holgate,eng ENG,DF,Everton,20,1996,15,13,"1,184",0,0,0,0,3,0
2017-2018,EPL,211,Callum Hudson-Odoi,eng ENG,FW,Chelsea,16,2000,2,0,29,0,0,0,0,0,0
2017-2018,EPL,212,Will Hughes,eng ENG,"MF,FW",Watford,22,1995,15,11,990,2,3,0,0,0,0
2017-2018,EPL,213,Jordan Hugill,eng ENG,FW,West Ham,25,1992,3,0,25,0,0,0,0,0,0
2017-2018,EPL,214,Uwe Hünemeier,de GER,DF,Brighton,31,1986,1,0,18,0,0,0,0,0,0
2017-2018,EPL,215,Emerson Hyndman,us USA,MF,Bournemouth,21,1996,1,1,58,0,0,0,0,0,0
2017-2018,EPL,216,Pierre Højbjerg,dk DEN,MF,Southampton,21,1995,23,19,"1,670",0,0,0,0,6,0
2017-2018,EPL,217,Jordon Ibe,eng ENG,"MF,FW",Bournemouth,21,1995,32,22,"1,995",2,6,0,0,1,0
2017-2018,EPL,218,Vicente Iborra,es ESP,MF,Leicester City,29,1988,19,17,"1,410",3,0,0,0,0,0
2017-2018,EPL,219,Zlatan Ibrahimović,se SWE,"MF,FW",Manchester Utd,35,1981,5,1,106,0,0,0,0,0,0
2017-2018,EPL,220,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,20,1996,21,7,830,3,3,0,0,2,0
2017-2018,EPL,221,Tom Ince,eng ENG,"MF,FW",Huddersfield,25,1992,33,27,"2,452",2,0,0,0,0,0
2017-2018,EPL,222,Danny Ings,eng ENG,FW,Liverpool,25,1992,8,3,267,1,0,0,0,0,0
2017-2018,EPL,223,Stephen Ireland,ie IRL,MF,Stoke City,30,1986,4,1,131,0,0,0,0,1,0
2017-2018,EPL,224,Alex Iwobi,ng NGA,"FW,MF",Arsenal,21,1996,26,22,"1,830",3,5,0,0,1,0
2017-2018,EPL,225,José Izquierdo,co COL,"MF,FW",Brighton,25,1992,32,23,"1,984",5,3,0,0,2,0
2017-2018,EPL,226,Phil Jagielka,eng ENG,DF,Everton,34,1982,25,23,"2,065",0,0,0,0,2,0
2017-2018,EPL,227,Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2,2,180,0,0,0,0,0,0
2017-2018,EPL,228,Matty James,eng ENG,MF,Leicester City,26,1991,13,11,993,0,0,0,0,2,0
2017-2018,EPL,229,Daryl Janmaat,nl NED,DF,Watford,28,1989,23,21,"1,820",3,0,0,0,3,0
2017-2018,EPL,230,Vincent Janssen,nl NED,DF,Tottenham,23,1994,1,0,1,0,0,0,0,0,0
2017-2018,EPL,231,Jesé,es ESP,"FW,MF",Stoke City,24,1993,13,8,614,1,1,0,0,0,0
2017-2018,EPL,232,Gabriel Jesus,br BRA,FW,Manchester City,20,1997,29,19,"1,668",13,3,0,2,6,0
2017-2018,EPL,233,Glen Johnson,eng ENG,DF,Stoke City,32,1984,9,7,547,0,0,0,0,3,0
2017-2018,EPL,234,Phil Jones,eng ENG,DF,Manchester Utd,25,1992,23,23,"1,973",0,0,0,0,2,0
2017-2018,EPL,235,Joselu,es ESP,FW,Newcastle Utd,27,1990,30,19,"1,712",4,1,0,1,2,0
2017-2018,EPL,236,Mathias Jørgensen,dk DEN,DF,Huddersfield,27,1990,38,38,"3,420",0,2,0,0,6,0
2017-2018,EPL,237,Christian Kabasele,be BEL,DF,Watford,26,1991,28,27,"2,330",2,0,0,0,5,0
2017-2018,EPL,238,Younès Kaboul,fr FRA,DF,Watford,31,1986,2,2,150,0,0,0,0,0,0
2017-2018,EPL,239,Elias Kachunga,cd COD,"FW,MF",Huddersfield,25,1992,19,17,"1,329",1,1,0,0,1,0
2017-2018,EPL,240,Sullay Kaikai,eng ENG,MF,Crystal Palace,21,1995,1,0,14,0,0,0,0,0,0
2017-2018,EPL,241,Harry Kane,eng ENG,FW,Tottenham,24,1993,37,35,"3,076",30,2,2,3,5,0
2017-2018,EPL,242,N'Golo Kanté,fr FRA,MF,Chelsea,26,1991,34,34,"2,994",1,1,0,0,3,0
2017-2018,EPL,243,Loris Karius,de GER,GK,Liverpool,24,1993,19,19,"1,710",0,0,0,0,1,0
2017-2018,EPL,244,Orestis Karnezis,gr GRE,GK,Watford,32,1985,15,14,"1,292",0,0,0,0,0,0
2017-2018,EPL,245,Beram Kayal,il ISR,MF,Brighton,29,1988,19,8,745,0,0,0,0,2,0
2017-2018,EPL,246,Michael Keane,eng ENG,DF,Everton,24,1993,30,29,"2,560",0,1,0,0,3,0
2017-2018,EPL,247,Martin Kelly,eng ENG,DF,Crystal Palace,27,1990,15,12,"1,195",0,0,0,0,1,0
2017-2018,EPL,248,Kenedy,br BRA,"MF,FW",Newcastle Utd,21,1996,13,13,"1,023",2,2,0,0,1,0
2017-2018,EPL,249,Jonjoe Kenny,eng ENG,DF,Everton,20,1997,19,17,"1,590",0,1,0,0,2,0
2017-2018,EPL,250,Andy King,wal WAL,MF,Swansea City,28,1988,11,9,715,2,1,0,0,1,0
2017-2018,EPL,251,Andy King,wal WAL,MF,Leicester City,28,1988,11,5,537,1,0,0,0,1,0
2017-2018,EPL,252,Joshua King,no NOR,"FW,MF",Bournemouth,25,1992,33,27,"2,453",8,3,2,2,3,0
2017-2018,EPL,253,Davy Klaassen,nl NED,"MF,FW",Everton,24,1993,7,3,251,0,0,0,0,0,0
2017-2018,EPL,254,Ragnar Klavan,ee EST,DF,Liverpool,31,1985,19,16,"1,451",1,0,0,0,0,0
2017-2018,EPL,255,Anthony Knockaert,fr FRA,"MF,FW",Brighton,25,1991,33,27,"2,421",3,1,0,0,4,1
2017-2018,EPL,256,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,24,1993,27,25,"2,147",2,4,0,0,3,0
2017-2018,EPL,257,Vincent Kompany,be BEL,DF,Manchester City,31,1986,17,17,"1,394",1,1,0,0,6,0
2017-2018,EPL,258,Terence Kongolo,nl NED,DF,Huddersfield,23,1994,13,11,"1,049",0,0,0,0,0,0
2017-2018,EPL,259,Laurent Koscielny,fr FRA,DF,Arsenal,31,1985,25,25,"2,225",2,0,0,0,4,0
2017-2018,EPL,260,Cheikhou Kouyaté,sn SEN,MF,West Ham,27,1989,33,32,"2,799",2,3,0,0,5,0
2017-2018,EPL,261,Bojan Krkić,es ESP,MF,Stoke City,26,1990,1,1,71,0,0,0,0,0,0
2017-2018,EPL,262,Grzegorz Krychowiak,pl POL,MF,West Brom,27,1990,27,20,"1,641",0,2,0,0,2,0
2017-2018,EPL,263,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,26,1991,33,26,"2,137",3,0,1,1,3,1
2017-2018,EPL,264,Alexandre Lacazette,fr FRA,FW,Arsenal,26,1991,32,26,"2,202",14,4,2,2,1,0
2017-2018,EPL,265,Freddie Ladapo,eng ENG,FW,Crystal Palace,24,1993,1,0,17,0,0,0,0,0,0
2017-2018,EPL,266,Adam Lallana,eng ENG,"MF,FW",Liverpool,29,1988,12,1,308,0,0,0,0,1,0
2017-2018,EPL,267,Érik Lamela,ar ARG,"FW,MF",Tottenham,25,1992,25,7,843,2,2,0,0,4,0
2017-2018,EPL,268,Manuel Lanzini,ar ARG,"MF,FW",West Ham,24,1993,27,23,"2,042",5,6,0,1,4,0
2017-2018,EPL,269,Aymeric Laporte,fr FRA,DF,Manchester City,23,1994,9,9,806,0,0,0,0,1,0
2017-2018,EPL,270,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,23,1993,33,32,"2,928",3,0,0,0,5,0
2017-2018,EPL,271,Florian Lejeune,fr FRA,DF,Newcastle Utd,26,1991,24,24,"2,103",0,2,0,0,3,0
2017-2018,EPL,272,Mario Lemina,ga GAB,MF,Southampton,23,1993,25,20,"1,720",1,1,0,0,2,0
2017-2018,EPL,273,Aaron Lennon,eng ENG,"FW,MF",Everton,30,1987,15,9,793,0,0,0,0,0,0
2017-2018,EPL,274,Aaron Lennon,eng ENG,"MF,FW",Burnley,30,1987,14,13,"1,118",0,2,0,0,2,0
2017-2018,EPL,275,Victor Lindelöf,se SWE,DF,Manchester Utd,23,1994,17,13,"1,285",0,0,0,0,1,0
2017-2018,EPL,276,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,24,1992,33,20,"1,817",8,5,0,0,2,0
2017-2018,EPL,277,Jake Livermore,eng ENG,MF,West Brom,27,1989,34,30,"2,674",2,2,0,0,5,0
2017-2018,EPL,278,Fernando Llorente,es ESP,"FW,DF",Tottenham,32,1985,16,1,238,1,0,0,0,1,0
2017-2018,EPL,279,Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36,36,"3,240",0,0,0,0,1,0
2017-2018,EPL,280,Jürgen Locadia,nl NED,"FW,MF",Brighton,23,1993,6,3,224,1,1,0,0,0,0
2017-2018,EPL,281,Ruben Loftus-Cheek,eng ENG,"MF,FW",Crystal Palace,21,1996,24,21,"1,874",2,3,0,0,1,0
2017-2018,EPL,282,Joe Lolley,eng ENG,"MF,FW",Huddersfield,24,1992,6,2,221,1,0,0,0,1,0
2017-2018,EPL,283,Kevin Long,ie IRL,DF,Burnley,26,1990,16,16,"1,440",1,2,0,0,1,0
2017-2018,EPL,284,Shane Long,ie IRL,FW,Southampton,30,1987,30,15,"1,582",2,1,0,0,6,0
2017-2018,EPL,285,Ademola Lookman,eng ENG,"MF,FW",Everton,19,1997,7,1,159,0,0,0,0,0,0
2017-2018,EPL,286,Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38,38,"3,420",0,1,0,0,1,0
2017-2018,EPL,287,Dejan Lovren,hr CRO,DF,Liverpool,28,1989,29,24,"2,127",2,1,0,0,4,0
2017-2018,EPL,288,Chris Löwe,de GER,DF,Huddersfield,28,1989,23,19,"1,588",0,0,0,0,1,0
2017-2018,EPL,289,Matthew Lowton,eng ENG,DF,Burnley,28,1989,26,25,"2,295",0,3,0,0,1,0
2017-2018,EPL,290,David Luiz,br BRA,"DF,MF",Chelsea,30,1987,10,9,840,1,0,0,0,4,1
2017-2018,EPL,291,Romelu Lukaku,be BEL,FW,Manchester Utd,24,1993,34,33,"2,867",16,7,0,1,4,0
2017-2018,EPL,292,Dodi Lukebakio,cd COD,MF,Watford,19,1997,1,0,16,0,0,0,0,0,0
2017-2018,EPL,293,Levi Lumeka,eng ENG,FW,Crystal Palace,18,1998,1,0,26,0,0,0,0,0,0
2017-2018,EPL,294,Harry Maguire,eng ENG,DF,Leicester City,24,1993,38,38,"3,420",2,4,0,0,7,0
2017-2018,EPL,295,Riyad Mahrez,dz ALG,"MF,FW",Leicester City,26,1991,36,34,"2,950",12,10,0,0,2,0
2017-2018,EPL,296,Ainsley Maitland-Niles,eng ENG,"DF,MF",Arsenal,19,1997,15,8,914,0,0,0,0,1,0
2017-2018,EPL,297,Scott Malone,eng ENG,DF,Huddersfield,26,1991,22,12,"1,119",0,1,0,0,3,0
2017-2018,EPL,298,Sadio Mané,sn SEN,"FW,MF",Liverpool,25,1992,29,28,"2,190",10,7,0,0,3,1
2017-2018,EPL,299,Eliaquim Mangala,fr FRA,DF,Manchester City,26,1991,9,4,488,0,0,0,0,0,0
2017-2018,EPL,300,Eliaquim Mangala,fr FRA,DF,Everton,26,1991,2,2,134,0,0,0,0,0,0
2017-2018,EPL,301,Javier Manquillo,es ESP,DF,Newcastle Utd,23,1994,21,20,"1,758",0,1,0,0,2,0
2017-2018,EPL,302,Solly March,eng ENG,"MF,FW",Brighton,23,1994,36,18,"1,851",1,1,0,0,3,0
2017-2018,EPL,303,Adrian Mariappa,jm JAM,DF,Watford,30,1986,28,24,"2,210",0,0,0,0,4,0
2017-2018,EPL,304,João Mário,pt POR,"MF,FW",West Ham,24,1993,13,12,"1,022",2,1,0,0,0,0
2017-2018,EPL,305,Anthony Martial,fr FRA,"FW,MF",Manchester Utd,21,1995,30,18,"1,582",9,5,1,1,1,0
2017-2018,EPL,306,Cuco Martina,cw CUW,DF,Everton,27,1989,21,20,"1,830",0,2,0,0,2,0
2017-2018,EPL,307,Bruno Martins Indi,nl NED,DF,Stoke City,25,1992,17,14,"1,243",0,0,0,0,3,0
2017-2018,EPL,308,Arthur Masuaku,cd COD,"MF,DF",West Ham,23,1993,27,21,"1,870",0,3,0,0,5,0
2017-2018,EPL,309,Juan Mata,es ESP,"FW,MF",Manchester Utd,29,1988,28,23,"1,922",3,5,0,0,1,0
2017-2018,EPL,310,Nemanja Matić,rs SRB,MF,Manchester Utd,28,1988,36,35,"3,118",1,1,0,0,6,0
2017-2018,EPL,311,Joël Matip,cm CMR,DF,Liverpool,25,1991,25,22,"1,997",1,0,0,0,3,0
2017-2018,EPL,312,Konstantinos Mavropanos,gr GRE,"DF,MF",Arsenal,19,1997,3,3,195,0,0,0,0,0,1
2017-2018,EPL,313,Alfie Mawson,eng ENG,DF,Swansea City,23,1994,38,38,"3,420",2,1,0,0,3,0
2017-2018,EPL,314,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Stoke City,28,1989,30,26,"2,314",5,5,0,0,3,0
2017-2018,EPL,315,Chancel Mbemba,cd COD,DF,Newcastle Utd,22,1994,9,7,672,0,0,0,0,0,0
2017-2018,EPL,316,James McArthur,sco SCO,"MF,FW",Crystal Palace,29,1987,33,27,"2,431",5,1,0,0,5,0
2017-2018,EPL,317,Gareth McAuley,nir NIR,DF,West Brom,37,1979,9,5,458,0,0,0,0,0,0
2017-2018,EPL,318,Oliver McBurnie,sco SCO,FW,Swansea City,21,1996,11,2,276,0,1,0,0,0,0
2017-2018,EPL,319,Alex McCarthy,eng ENG,GK,Southampton,27,1989,18,18,"1,620",0,0,0,0,2,0
2017-2018,EPL,320,James McCarthy,ie IRL,MF,Everton,26,1990,4,3,205,0,0,0,0,0,0
2017-2018,EPL,321,James McClean,ie IRL,"MF,FW",West Brom,28,1989,30,14,"1,406",1,0,0,0,7,0
2017-2018,EPL,322,Sam McQueen,eng ENG,"DF,FW",Southampton,22,1995,7,1,148,0,0,0,0,0,0
2017-2018,EPL,323,Scott McTominay,sco SCO,MF,Manchester Utd,20,1996,13,7,634,0,0,0,0,2,0
2017-2018,EPL,324,Ben Mee,eng ENG,DF,Burnley,27,1989,29,29,"2,610",0,0,0,0,5,0
2017-2018,EPL,325,Benjamin Mendy,fr FRA,DF,Manchester City,23,1994,7,4,363,0,1,0,0,2,0
2017-2018,EPL,326,Mikel Merino,es ESP,MF,Newcastle Utd,21,1996,24,14,"1,347",1,1,0,0,4,0
2017-2018,EPL,327,Per Mertesacker,de GER,DF,Arsenal,32,1984,6,4,366,1,0,0,0,0,0
2017-2018,EPL,328,Roque Mesa,es ESP,MF,Swansea City,28,1989,11,9,754,0,0,0,0,3,0
2017-2018,EPL,329,Simon Mignolet,be BEL,GK,Liverpool,29,1988,19,19,"1,710",0,0,0,0,3,0
2017-2018,EPL,330,Luka Milivojević,rs SRB,MF,Crystal Palace,26,1991,36,35,"3,080",10,1,6,7,8,0
2017-2018,EPL,331,James Milner,eng ENG,MF,Liverpool,31,1986,32,16,"1,775",0,3,0,0,3,0
2017-2018,EPL,332,Tyrone Mings,eng ENG,DF,Bournemouth,24,1993,4,3,201,0,0,0,0,1,0
2017-2018,EPL,333,Kevin Mirallas,be BEL,"FW,MF",Everton,29,1987,5,2,138,0,0,0,0,1,0
2017-2018,EPL,334,Aleksandar Mitrović,rs SRB,FW,Newcastle Utd,22,1994,6,0,95,1,0,0,0,0,0
2017-2018,EPL,335,Henrikh Mkhitaryan,am ARM,"FW,MF",Arsenal,28,1989,11,9,794,2,4,0,0,0,0
2017-2018,EPL,336,Henrikh Mkhitaryan,am ARM,"MF,FW",Manchester Utd,28,1989,15,11,922,1,5,0,0,2,0
2017-2018,EPL,337,Nacho Monreal,es ESP,DF,Arsenal,31,1986,28,26,"2,243",5,2,0,0,3,0
2017-2018,EPL,338,Aaron Mooy,au AUS,MF,Huddersfield,26,1990,36,34,"3,067",4,3,1,1,4,0
2017-2018,EPL,339,Álvaro Morata,es ESP,FW,Chelsea,24,1992,31,24,"2,061",11,6,0,0,7,0
2017-2018,EPL,340,Alberto Moreno,es ESP,DF,Liverpool,25,1992,16,14,"1,266",0,0,0,0,1,0
2017-2018,EPL,341,Wes Morgan,jm JAM,DF,Leicester City,33,1984,32,32,"2,817",0,0,0,0,4,0
2017-2018,EPL,342,James Morrison,sco SCO,MF,West Brom,31,1986,4,2,207,1,0,0,0,0,0
2017-2018,EPL,343,Victor Moses,ng NGA,"DF,MF",Chelsea,26,1990,28,25,"2,110",3,3,0,0,3,0
2017-2018,EPL,344,Steve Mounié,bj BEN,FW,Huddersfield,22,1994,28,21,"1,855",7,1,0,0,2,0
2017-2018,EPL,345,Lucas Moura,br BRA,FW,Tottenham,24,1992,6,2,210,0,1,0,0,0,0
2017-2018,EPL,346,Lys Mousset,fr FRA,"FW,MF",Bournemouth,21,1996,23,4,596,2,0,0,0,1,0
2017-2018,EPL,347,Jacob Murphy,eng ENG,"FW,MF",Newcastle Utd,22,1995,25,13,"1,148",1,1,0,0,0,0
2017-2018,EPL,348,Jamie Murphy,sco SCO,MF,Brighton,27,1989,4,1,168,0,0,0,0,0,0
2017-2018,EPL,349,Glenn Murray,eng ENG,FW,Brighton,33,1983,35,25,"2,192",12,0,4,6,9,0
2017-2018,EPL,350,Charly Musonda Jr.,be BEL,FW,Chelsea,20,1996,3,0,37,0,0,0,0,0,0
2017-2018,EPL,351,Shkodran Mustafi,de GER,DF,Arsenal,25,1992,27,25,"2,273",3,1,0,0,6,0
2017-2018,EPL,352,Boaz Myhill,wal WAL,GK,West Brom,34,1982,1,1,90,0,0,0,0,1,0
2017-2018,EPL,353,Georges-Kévin N'Koudou,fr FRA,MF,Tottenham,22,1995,1,0,1,0,0,0,0,0,0
2017-2018,EPL,354,Georges-Kévin N'Koudou,fr FRA,MF,Burnley,22,1995,8,2,228,0,0,0,0,1,0
2017-2018,EPL,355,Luciano Narsingh,nl NED,"FW,MF",Swansea City,26,1990,18,5,625,1,0,0,0,0,0
2017-2018,EPL,356,Kyle Naughton,eng ENG,DF,Swansea City,28,1988,34,34,"3,030",0,2,0,0,1,0
2017-2018,EPL,357,Badou Ndiaye,sn SEN,MF,Stoke City,26,1990,13,13,"1,138",2,1,0,0,5,0
2017-2018,EPL,358,Wilfred Ndidi,ng NGA,MF,Leicester City,20,1996,33,33,"2,898",0,3,0,0,8,4
2017-2018,EPL,359,Reiss Nelson,eng ENG,"MF,FW",Arsenal,17,1999,3,2,145,0,0,0,0,0,0
2017-2018,EPL,360,Julien Ngoy,be BEL,"FW,MF",Stoke City,19,1997,1,0,20,0,0,0,0,0,0
2017-2018,EPL,361,Oumar Niasse,sn SEN,FW,Everton,27,1990,22,10,"1,087",8,2,0,0,2,0
2017-2018,EPL,362,Eddie Nketiah,eng ENG,"FW,MF",Arsenal,18,1999,3,0,20,0,1,0,0,0,0
2017-2018,EPL,363,Lukas Nmecha,de GER,FW,Manchester City,18,1998,2,0,16,0,0,0,0,0,0
2017-2018,EPL,364,Mark Noble,eng ENG,MF,West Ham,30,1987,29,28,"2,400",4,0,2,2,6,0
2017-2018,EPL,365,Allan Nyom,cm CMR,DF,West Brom,29,1988,29,25,"2,310",0,1,0,0,7,0
2017-2018,EPL,366,Aiden O'Neill,au AUS,MF,Burnley,19,1998,1,0,1,0,0,0,0,0,0
2017-2018,EPL,367,Michael Obafemi,ie IRL,FW,Southampton,17,2000,1,0,9,0,0,0,0,0,0
2017-2018,EPL,368,Pedro Obiang,gq EQG,MF,West Ham,25,1992,21,18,"1,563",2,0,0,0,3,0
2017-2018,EPL,369,Angelo Ogbonna,it ITA,DF,West Ham,29,1988,32,32,"2,880",1,0,0,0,3,0
2017-2018,EPL,370,Stefano Okaka,it ITA,"FW,MF",Watford,27,1989,15,3,453,1,1,0,0,2,0
2017-2018,EPL,371,Shinji Okazaki,jp JPN,"MF,FW",Leicester City,31,1986,27,17,"1,324",6,2,0,0,2,0
2017-2018,EPL,372,Martin Olsson,se SWE,"DF,MF",Swansea City,29,1988,36,36,"3,149",0,1,0,0,7,0
2017-2018,EPL,373,Divock Origi,be BEL,FW,Liverpool,22,1995,1,0,10,0,0,0,0,0,0
2017-2018,EPL,374,David Ospina,co COL,GK,Arsenal,28,1988,5,4,381,0,0,0,0,0,0
2017-2018,EPL,375,Nicolás Otamendi,ar ARG,DF,Manchester City,29,1988,34,33,"2,967",4,0,0,0,9,0
2017-2018,EPL,376,Reece Oxford,eng ENG,MF,West Ham,18,1998,1,0,5,0,0,0,0,0,0
