Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2017-2018,Bundesliga,26,Holger Badstuber,de GER,"DF,MF",Stuttgart,28,1989,27,24,"2,173",2,0,0,0,2,0
2017-2018,Bundesliga,27,Daniel Baier,de GER,MF,Augsburg,33,1984,29,29,"2,538",0,2,0,0,6,0
2017-2018,Bundesliga,28,Leon Bailey,jm JAM,"FW,DF",Leverkusen,19,1997,30,25,"2,215",9,6,0,0,2,0
2017-2018,Bundesliga,29,Marvin Bakalorz,de GER,MF,Hannover 96,27,1989,28,23,"2,055",0,1,0,0,4,0
2017-2018,Bundesliga,30,Ridle Baku,de GER,MF,Mainz 05,19,1998,3,3,233,2,0,0,0,1,0
2017-2018,Bundesliga,31,Leon Balogun,ng NGA,DF,Mainz 05,29,1988,14,14,"1,173",0,0,0,0,5,1
2017-2018,Bundesliga,32,Philipp Bargfrede,de GER,MF,Werder Bremen,28,1989,27,23,"1,859",1,1,0,0,5,0
2017-2018,Bundesliga,33,Aymen Barkok,de GER,"MF,FW",Eint Frankfurt,19,1998,9,2,314,0,1,0,0,1,0
2017-2018,Bundesliga,34,Fin Bartels,de GER,FW,Werder Bremen,30,1987,14,14,"1,121",2,3,0,0,0,0
2017-2018,Bundesliga,35,Marc Bartra,es ESP,DF,Dortmund,26,1991,12,9,807,2,1,0,0,1,0
2017-2018,Bundesliga,36,Michy Batshuayi,be BEL,FW,Dortmund,23,1993,10,9,839,7,1,0,0,2,0
2017-2018,Bundesliga,37,Robert Bauer,de GER,DF,Werder Bremen,22,1995,16,12,956,0,0,0,0,4,0
2017-2018,Bundesliga,38,Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34,34,"3,060",0,0,0,0,0,0
2017-2018,Bundesliga,39,Timo Baumgartl,de GER,DF,Stuttgart,21,1996,29,29,"2,610",0,0,0,0,4,0
2017-2018,Bundesliga,40,Julian Baumgartlinger,at AUT,"MF,DF",Leverkusen,29,1988,22,17,"1,393",1,0,0,0,3,0
2017-2018,Bundesliga,41,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,20,1996,7,0,118,0,0,0,0,1,0
2017-2018,Bundesliga,42,Riechedly Bazoer,nl NED,MF,Wolfsburg,20,1996,13,6,592,0,0,0,0,2,0
2017-2018,Bundesliga,43,Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,23,1994,30,20,"2,140",5,2,0,0,3,0
2017-2018,Bundesliga,44,Andreas Beck,de GER,"DF,MF",Stuttgart,30,1987,23,22,"1,927",1,1,0,0,5,0
2017-2018,Bundesliga,45,Ishak Belfodil,dz ALG,FW,Werder Bremen,25,1992,26,13,"1,350",4,1,0,0,1,0
2017-2018,Bundesliga,46,Stefan Bell,de GER,DF,Mainz 05,25,1991,25,24,"2,177",1,0,0,0,8,0
2017-2018,Bundesliga,47,Karim Bellarabi,de GER,"FW,MF",Leverkusen,27,1990,24,13,"1,146",1,3,0,0,2,0
2017-2018,Bundesliga,48,Lars Bender,de GER,"DF,MF",Leverkusen,28,1989,21,20,"1,595",2,4,0,0,5,0
2017-2018,Bundesliga,49,Sven Bender,de GER,DF,Leverkusen,28,1989,29,29,"2,345",2,0,0,0,0,0
2017-2018,Bundesliga,50,László Bénes,sk SVK,MF,M'Gladbach,19,1997,2,0,38,0,0,0,0,0,0
2017-2018,Bundesliga,51,Marcel Benger,de GER,MF,M'Gladbach,19,1998,1,0,2,0,0,0,0,0,0
2017-2018,Bundesliga,52,Charlison Benschop,cw CUW,"MF,FW",Hannover 96,27,1989,7,2,184,1,0,0,0,0,0
2017-2018,Bundesliga,53,Nabil Bentaleb,dz ALG,MF,Schalke 04,22,1994,16,12,"1,011",4,3,4,4,3,1
2017-2018,Bundesliga,54,Emil Berggreen,dk DEN,FW,Mainz 05,24,1993,14,6,669,4,2,0,0,2,0
2017-2018,Bundesliga,55,Bernardo,br BRA,DF,RB Leipzig,22,1995,18,15,"1,350",1,1,0,0,2,0
2017-2018,Bundesliga,56,Juan Bernat,es ESP,"DF,FW",Bayern Munich,24,1993,11,11,888,0,2,0,0,1,0
2017-2018,Bundesliga,57,Ermin Bičakčić,ba BIH,DF,Hoffenheim,27,1990,9,7,548,0,0,0,0,4,0
2017-2018,Bundesliga,58,Leonardo Bittencourt,de GER,"MF,FW",Köln,23,1993,22,17,"1,613",5,3,0,0,4,0
2017-2018,Bundesliga,59,Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,29,1988,25,20,"1,652",5,2,3,3,2,0
2017-2018,Bundesliga,60,Danny Blum,de GER,"FW,DF",Eint Frankfurt,26,1991,2,0,29,1,0,0,0,0,0
2017-2018,Bundesliga,61,Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,19,19,"1,640",1,2,0,0,4,0
2017-2018,Bundesliga,62,Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,30,1987,31,27,"2,357",6,1,0,0,4,0
2017-2018,Bundesliga,63,Raúl Bobadilla,py PAR,"FW,MF",M'Gladbach,30,1987,13,5,449,0,0,0,0,2,0
2017-2018,Bundesliga,64,Julian Brandt,de GER,"FW,MF",Leverkusen,21,1996,34,26,"2,326",9,3,0,0,0,0
2017-2018,Bundesliga,65,Josip Brekalo,hr CRO,"MF,FW",Stuttgart,19,1998,14,7,726,1,1,0,0,1,0
2017-2018,Bundesliga,66,Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,19,1998,13,10,869,3,2,0,0,2,0
2017-2018,Bundesliga,67,John Brooks,us USA,DF,Wolfsburg,24,1993,9,9,727,0,0,0,0,1,0
2017-2018,Bundesliga,68,Daniel Brosinski,de GER,"DF,MF",Mainz 05,29,1988,29,28,"2,500",1,5,1,1,0,0
2017-2018,Bundesliga,69,Bruma,pt POR,"MF,FW",RB Leipzig,22,1994,28,16,"1,611",4,2,0,0,0,0
2017-2018,Bundesliga,70,Jeffrey Bruma,nl NED,DF,Wolfsburg,25,1991,11,11,990,0,0,0,0,1,0
2017-2018,Bundesliga,71,Jacob Bruun Larsen,dk DEN,"MF,DF",Stuttgart,18,1998,4,1,107,0,0,0,0,0,0
2017-2018,Bundesliga,72,Jacob Bruun Larsen,dk DEN,DF,Dortmund,18,1998,1,0,7,0,0,0,0,0,0
2017-2018,Bundesliga,73,Onur Bulut,tr TUR,MF,Freiburg,23,1994,1,0,39,0,0,0,0,0,0
2017-2018,Bundesliga,74,Guido Burgstaller,at AUT,FW,Schalke 04,28,1989,32,24,"2,324",11,4,0,0,8,0
2017-2018,Bundesliga,75,Roman Bürki,ch SUI,GK,Dortmund,26,1990,33,33,"2,969",0,0,0,0,4,0
2017-2018,Bundesliga,76,Dženis Burnić,de GER,"MF,DF",Stuttgart,19,1998,6,3,305,0,0,0,0,3,1
2017-2018,Bundesliga,77,Jakub Błaszczykowski,pl POL,"FW,MF",Wolfsburg,31,1985,9,6,520,1,0,0,0,0,0
2017-2018,Bundesliga,78,Caiuby,br BRA,"FW,MF",Augsburg,29,1988,33,32,"2,855",5,7,0,0,8,0
2017-2018,Bundesliga,79,Luca Caldirola,it ITA,DF,Werder Bremen,26,1991,1,1,90,0,0,0,0,0,0
2017-2018,Bundesliga,80,Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,29,1988,33,32,"2,917",6,10,3,3,4,0
2017-2018,Bundesliga,81,Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,27,1990,11,11,951,0,0,0,0,1,0
2017-2018,Bundesliga,82,Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34,34,"3,060",0,0,0,0,1,0
2017-2018,Bundesliga,83,Gonzalo Castro,de GER,MF,Dortmund,30,1987,19,16,"1,206",0,2,0,0,3,0
2017-2018,Bundesliga,84,Marijan Ćavar,ba BIH,"FW,MF",Eint Frankfurt,19,1998,1,0,32,0,0,0,0,0,0
2017-2018,Bundesliga,85,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,27,1990,24,22,"1,892",2,4,0,0,3,0
2017-2018,Bundesliga,86,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,30,1987,28,24,"2,183",0,0,0,0,2,0
2017-2018,Bundesliga,87,Christian Clemens,de GER,"MF,FW",Köln,25,1991,14,6,646,1,0,0,0,2,0
2017-2018,Bundesliga,88,Coke,es ESP,MF,Schalke 04,30,1987,1,0,2,0,0,0,0,1,0
2017-2018,Bundesliga,89,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,21,1996,21,10,"1,153",3,3,0,0,0,0
2017-2018,Bundesliga,90,Marvin Compper,de GER,DF,RB Leipzig,32,1985,2,1,90,0,0,0,0,0,0
2017-2018,Bundesliga,91,Jhon Córdoba,co COL,FW,Köln,24,1993,18,9,957,0,2,0,0,1,0
2017-2018,Bundesliga,92,Sergio Córdova,ve VEN,"FW,MF",Augsburg,19,1997,26,3,586,2,1,0,0,3,0
2017-2018,Bundesliga,93,Danny da Costa,de GER,DF,Eint Frankfurt,24,1993,17,13,"1,202",1,2,0,0,1,0
2017-2018,Bundesliga,94,Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,17,1999,24,9,"1,207",0,1,0,0,2,0
2017-2018,Bundesliga,95,Mahmoud Dahoud,de GER,MF,Dortmund,21,1996,23,11,"1,146",0,4,0,0,4,0
2017-2018,Bundesliga,96,Kevin Danso,at AUT,DF,Augsburg,18,1998,16,13,"1,105",2,0,0,0,2,0
2017-2018,Bundesliga,97,Palkó Dárdai,de GER,FW,Hertha BSC,18,1999,2,0,27,0,0,0,0,1,0
2017-2018,Bundesliga,98,Vladimír Darida,cz CZE,MF,Hertha BSC,26,1990,21,18,"1,635",0,3,0,0,2,0
2017-2018,Bundesliga,99,Thomas Delaney,dk DEN,MF,Werder Bremen,25,1991,32,31,"2,796",3,4,0,0,5,0
2017-2018,Bundesliga,100,Kerem Demirbay,de GER,MF,Hoffenheim,24,1993,19,13,"1,211",2,2,1,1,3,0
2017-2018,Bundesliga,101,Diego Demme,de GER,MF,RB Leipzig,25,1991,30,25,"2,284",0,3,0,0,4,0
2017-2018,Bundesliga,102,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,28,1989,30,22,"1,654",3,1,1,1,4,0
2017-2018,Bundesliga,103,Abdou Diallo,fr FRA,DF,Mainz 05,21,1996,27,27,"2,415",2,1,0,0,5,0
2017-2018,Bundesliga,104,Daniel Didavi,de GER,"MF,FW",Wolfsburg,27,1990,30,26,"2,237",9,5,0,0,4,0
2017-2018,Bundesliga,105,Dennis Diekmeier,de GER,DF,Hamburger SV,27,1989,22,22,"1,868",0,3,0,0,4,0
2017-2018,Bundesliga,106,Landry Dimata,be BEL,"FW,MF",Wolfsburg,19,1997,21,9,902,0,1,0,0,1,1
2017-2018,Bundesliga,107,Giulio Donati,it ITA,"DF,MF",Mainz 05,27,1990,29,26,"2,284",0,3,0,0,3,2
2017-2018,Bundesliga,108,Ji Dong-won,kr KOR,"FW,MF",Augsburg,26,1991,3,0,19,0,0,0,0,0,0
2017-2018,Bundesliga,109,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,20,1996,18,11,949,2,2,0,0,1,0
2017-2018,Bundesliga,110,Niklas Dorsch,de GER,MF,Bayern Munich,19,1998,1,1,90,1,0,0,0,0,0
2017-2018,Bundesliga,111,Mohamed Dräger,tn TUN,"MF,FW",Freiburg,21,1996,2,0,52,0,0,0,0,0,0
2017-2018,Bundesliga,112,Aleksandar Dragović,at AUT,DF,Leverkusen,26,1991,1,0,45,0,0,0,0,0,0
2017-2018,Bundesliga,113,Josip Drmić,ch SUI,FW,M'Gladbach,24,1992,13,4,467,4,1,0,0,1,0
2017-2018,Bundesliga,114,Rick van Drongelen,nl NED,DF,Hamburger SV,18,1998,18,16,"1,440",0,0,0,0,4,0
2017-2018,Bundesliga,115,Ondrej Duda,sk SVK,MF,Hertha BSC,22,1994,17,9,744,1,0,0,0,3,0
2017-2018,Bundesliga,116,Mandela Egbo,eng ENG,MF,M'Gladbach,19,1997,1,0,11,0,0,0,0,0,0
2017-2018,Bundesliga,117,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,19,1998,7,0,99,0,0,0,0,0,0
2017-2018,Bundesliga,118,Maximilian Eggestein,de GER,MF,Werder Bremen,20,1996,33,31,"2,692",2,3,0,0,3,0
2017-2018,Bundesliga,119,Albin Ekdal,se SWE,MF,Hamburger SV,28,1989,19,12,"1,108",0,1,0,0,3,0
2017-2018,Bundesliga,120,Josip Elez,hr CRO,DF,Hannover 96,23,1994,11,9,774,0,0,0,0,1,0
2017-2018,Bundesliga,121,Nico Elvedi,ch SUI,DF,M'Gladbach,20,1996,33,33,"2,914",2,2,0,0,6,0
2017-2018,Bundesliga,122,Breel Embolo,ch SUI,"FW,MF",Schalke 04,20,1997,21,9,919,3,0,0,0,4,0
2017-2018,Bundesliga,123,Michael Esser,de GER,GK,Hannover 96,29,1987,3,3,270,0,0,0,0,0,0
2017-2018,Bundesliga,124,Alexander Esswein,de GER,"FW,MF",Hertha BSC,27,1990,16,6,617,2,1,0,0,0,0
2017-2018,Bundesliga,125,Franck Evina,cm CMR,FW,Bayern Munich,17,2000,2,2,110,0,0,0,0,0,0
2017-2018,Bundesliga,126,Marco Fabián,mx MEX,"FW,MF",Eint Frankfurt,28,1989,7,3,422,1,0,0,0,0,0
2017-2018,Bundesliga,127,Ralf Fährmann,de GER,GK,Schalke 04,28,1988,34,34,"3,015",0,0,0,0,1,0
2017-2018,Bundesliga,128,Simon Falette,gn GUI,DF,Eint Frankfurt,25,1992,27,25,"2,211",1,0,0,0,10,1
2017-2018,Bundesliga,129,Felipe,br BRA,DF,Hannover 96,30,1987,6,6,457,0,0,0,0,0,0
2017-2018,Bundesliga,130,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,19,1997,19,17,"1,560",1,0,0,0,2,1
2017-2018,Bundesliga,131,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,30,1986,19,12,"1,036",0,0,0,0,4,0
2017-2018,Bundesliga,132,Alfreð Finnbogason,is ISL,FW,Augsburg,28,1989,22,22,"1,814",12,3,3,3,2,0
2017-2018,Bundesliga,133,Viktor Fischer,dk DEN,"FW,MF",Mainz 05,23,1994,10,3,336,0,0,0,0,1,0
2017-2018,Bundesliga,134,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,25,1991,21,15,"1,370",2,2,1,1,0,1
2017-2018,Bundesliga,135,Iver Fossum,no NOR,MF,Hannover 96,21,1996,19,13,"1,306",1,1,0,0,0,0
2017-2018,Bundesliga,136,Raphael Framberger,de GER,DF,Augsburg,21,1995,9,7,696,0,0,0,0,3,0
2017-2018,Bundesliga,137,Mike Frantz,de GER,MF,Freiburg,30,1986,15,12,"1,041",0,1,0,0,0,0
2017-2018,Bundesliga,138,Fabian Frei,ch SUI,MF,Mainz 05,28,1989,11,10,802,1,0,0,0,1,0
2017-2018,Bundesliga,139,Marco Friedl,at AUT,DF,Werder Bremen,19,1998,9,6,600,0,0,0,0,0,0
2017-2018,Bundesliga,140,Marco Friedl,at AUT,DF,Bayern Munich,19,1998,1,0,45,0,0,0,0,0,0
2017-2018,Bundesliga,141,Chris Führich,de GER,"MF,FW",Köln,19,1998,2,1,95,0,0,0,0,0,0
2017-2018,Bundesliga,142,Niclas Füllkrug,de GER,FW,Hannover 96,24,1993,34,26,"2,387",14,3,3,4,2,0
2017-2018,Bundesliga,143,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,22,1995,29,22,"1,815",1,3,0,0,4,0
2017-2018,Bundesliga,144,Ulisses Garcia,ch SUI,DF,Werder Bremen,21,1996,1,1,90,0,0,0,0,0,0
2017-2018,Bundesliga,145,Jean-Philippe Gbamin,ci CIV,"MF,DF",Mainz 05,21,1995,30,29,"2,591",1,3,0,0,4,0
2017-2018,Bundesliga,146,Theodor Gebre Selassie,cz CZE,"DF,MF",Werder Bremen,30,1986,32,31,"2,828",3,0,0,0,4,0
2017-2018,Bundesliga,147,Dennis Geiger,de GER,MF,Hoffenheim,19,1998,21,20,"1,588",2,1,0,0,9,0
2017-2018,Bundesliga,148,Christian Gentner,de GER,MF,Stuttgart,31,1985,27,27,"2,412",2,2,0,0,3,0
2017-2018,Bundesliga,149,Yannick Gerhardt,de GER,"DF,MF",Wolfsburg,23,1994,17,12,"1,228",1,1,0,0,1,0
2017-2018,Bundesliga,150,Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,2,1,154,0,0,0,0,0,0
2017-2018,Bundesliga,151,Daniel Ginczek,de GER,"FW,MF",Stuttgart,26,1991,23,17,"1,523",7,0,1,1,3,0
2017-2018,Bundesliga,152,Matthias Ginter,de GER,DF,M'Gladbach,23,1994,34,34,"3,060",5,2,0,0,2,0
2017-2018,Bundesliga,153,Serge Gnabry,de GER,"FW,DF",Hoffenheim,22,1995,22,20,"1,507",10,5,0,1,0,0
2017-2018,Bundesliga,154,Mario Gómez,de GER,FW,Stuttgart,32,1985,16,16,"1,385",8,0,0,0,3,0
2017-2018,Bundesliga,155,Mario Gómez,de GER,FW,Wolfsburg,32,1985,12,11,936,1,2,0,2,0,0
2017-2018,Bundesliga,156,Sergio Gómez,es ESP,MF,Dortmund,16,2000,2,0,9,0,0,0,0,0,0
2017-2018,Bundesliga,157,Jérôme Gondorf,de GER,"MF,FW",Werder Bremen,29,1988,21,7,797,1,1,0,0,4,0
2017-2018,Bundesliga,158,Leon Goretzka,de GER,MF,Schalke 04,22,1995,26,21,"1,982",4,2,1,1,3,0
2017-2018,Bundesliga,159,Mario Götze,de GER,MF,Dortmund,25,1992,23,19,"1,601",2,3,0,0,1,0
2017-2018,Bundesliga,160,Mohamed Gouaida,tn TUN,MF,Hamburger SV,24,1993,1,1,58,0,0,0,0,0,0
2017-2018,Bundesliga,161,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,26,1991,27,27,"2,385",0,0,0,0,4,0
2017-2018,Bundesliga,162,Michael Gregoritsch,at AUT,"MF,FW",Augsburg,23,1994,32,30,"2,527",13,3,1,1,3,0
2017-2018,Bundesliga,163,Anto Grgić,ch SUI,MF,Stuttgart,20,1996,1,0,7,0,0,0,0,0,0
2017-2018,Bundesliga,164,Vincenzo Grifo,it ITA,"MF,FW",M'Gladbach,24,1993,17,9,786,0,3,0,0,0,0
2017-2018,Bundesliga,165,Florian Grillitsch,at AUT,MF,Hoffenheim,21,1995,25,21,"1,888",1,2,0,0,5,0
2017-2018,Bundesliga,166,Karim Guédé,sk SVK,FW,Freiburg,32,1985,2,1,60,0,0,0,0,0,0
2017-2018,Bundesliga,167,Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,23,1993,9,6,547,1,1,0,0,0,0
2017-2018,Bundesliga,168,Josuha Guilavogui,fr FRA,MF,Wolfsburg,26,1990,29,27,"2,404",3,2,0,0,7,1
2017-2018,Bundesliga,169,Sehrou Guirassy,fr FRA,FW,Köln,21,1996,15,8,851,4,0,2,2,2,0
2017-2018,Bundesliga,170,Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33,33,"2,970",0,0,0,0,1,0
2017-2018,Bundesliga,171,Manuel Gulde,de GER,DF,Freiburg,26,1991,17,17,"1,530",1,0,0,0,1,0
2017-2018,Bundesliga,172,Christian Günter,de GER,"DF,MF",Freiburg,24,1993,34,34,"3,060",1,4,0,1,2,0
2017-2018,Bundesliga,173,Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,29,1987,16,12,"1,092",0,3,0,0,2,0
2017-2018,Bundesliga,174,Janik Haberer,de GER,"MF,FW",Freiburg,23,1994,33,31,"2,748",3,4,1,2,9,0
2017-2018,Bundesliga,175,Alexander Hack,de GER,DF,Mainz 05,23,1993,15,14,"1,287",1,0,0,0,2,0
2017-2018,Bundesliga,176,Robin Hack,de GER,"FW,DF",Hoffenheim,18,1998,3,1,69,1,0,0,0,0,0
2017-2018,Bundesliga,177,André Hahn,de GER,"FW,MF",Hamburger SV,26,1990,23,14,"1,358",3,0,0,0,0,0
2017-2018,Bundesliga,178,Izet Hajrović,ba BIH,"MF,FW",Werder Bremen,25,1991,9,0,189,0,0,0,0,3,0
2017-2018,Bundesliga,179,Sébastien Haller,fr FRA,FW,Eint Frankfurt,23,1994,31,26,"2,347",9,4,2,2,2,0
2017-2018,Bundesliga,180,Marcel Halstenberg,de GER,DF,RB Leipzig,25,1991,15,14,"1,178",2,2,0,0,3,0
2017-2018,Bundesliga,181,Tim Handwerker,de GER,"DF,MF",Köln,19,1998,11,3,396,0,1,0,0,0,0
2017-2018,Bundesliga,182,Genki Haraguchi,jp JPN,"MF,FW",Hertha BSC,26,1991,7,2,211,0,0,0,0,2,1
2017-2018,Bundesliga,183,Amine Harit,ma MAR,"MF,FW",Schalke 04,20,1997,31,23,"2,043",3,3,1,1,3,0
2017-2018,Bundesliga,184,Martin Harnik,at AUT,"FW,MF",Hannover 96,30,1987,30,21,"1,888",9,2,0,0,2,0
2017-2018,Bundesliga,185,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,33,1984,24,23,"2,090",0,0,0,0,3,1
2017-2018,Bundesliga,186,Kai Havertz,de GER,"MF,FW",Leverkusen,18,1999,30,22,"2,144",3,8,0,0,3,0
2017-2018,Bundesliga,187,Thorgan Hazard,be BEL,"MF,FW",M'Gladbach,24,1993,34,33,"2,939",10,5,5,6,1,0
2017-2018,Bundesliga,188,Jonas Hector,de GER,"DF,MF",Köln,27,1990,20,20,"1,759",2,2,0,0,4,0
2017-2018,Bundesliga,189,Dominique Heintz,de GER,DF,Köln,23,1993,31,31,"2,790",1,0,0,0,3,0
2017-2018,Bundesliga,190,Marcel Heller,de GER,"FW,MF",Augsburg,31,1986,24,14,"1,299",0,1,0,0,1,1
2017-2018,Bundesliga,191,Benjamin Henrichs,de GER,DF,Leverkusen,20,1997,23,11,"1,268",0,1,0,0,1,1
2017-2018,Bundesliga,192,Patrick Herrmann,de GER,"MF,DF",M'Gladbach,26,1991,23,12,"1,124",0,1,0,0,0,0
2017-2018,Bundesliga,193,Kaylen Hinds,eng ENG,"MF,FW",Wolfsburg,19,1998,1,1,90,0,0,0,0,0,0
2017-2018,Bundesliga,194,Martin Hinteregger,at AUT,DF,Augsburg,24,1992,30,29,"2,655",0,0,0,0,3,0
